doi,title,year,journal,ct_label_v2,ct_membership_score_v2,ct_score,ct_negative,citations_rank,openalex_cited_by_count,dimensions_times_cited,altmetric_score,mendeley_reader_count,openalex_top_concepts,label
10.1145/3328778.3366892,Abstraction through multiple representations in an integrated computational thinking environment,2020,SIGCSE 2020: PROCEEDINGS OF THE 51ST ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.6333333333333333,3,False,27.0,27.0,24.0,,96.0,Abstraction; Affordance; Computer science; Computational thinking; Set (abstract data type),Abstraction through multiple representations in an integrated computational thinking environment
10.3389/frobt.2020.00021,Identification of the Students Learning Process During Education Robotics Activities,2020,FRONTIERS IN ROBOTICS AND AI,broad,0.5416666666666667,3,False,27.0,27.0,25.0,5.3,104.0,Robotics; Computer science; Artificial intelligence; Educational robotics; Context (archaeology),Identification of the Students Learning Process During Education Robotics Activities
10.1145/3336126,Programming embodied interactions with a remotely controlled educational robot,2019,ACM Transactions on Computing Education,core,1.0,3,False,27.0,27.0,27.0,,153.0,Embodied cognition; Human–computer interaction; Computational thinking; Robot; Educational robotics,Programming embodied interactions with a remotely controlled educational robot
10.3390/fi11120263,The missing link to computational thinking,2019,Future Internet,broad,0.7250000000000001,3,False,27.0,27.0,24.0,10.35,133.0,Computer science; Popularity; Focus (optics); Curriculum; Diversity (politics),The missing link to computational thinking
10.1109/educon.2018.8363469,Computational thinking through modeling in language lessons,2018,"IEEE Global Engineering Education Conference, EDUCON",broad,0.7250000000000001,3,False,27.0,27.0,23.0,,136.0,Computational thinking; Computer science; Vocabulary; Mathematics education; Context (archaeology),Computational thinking through modeling in language lessons
10.1145/3159450.3159468,Using music to engage students in an introductory undergraduate programming course for non-Majors,2018,SIGCSE'18: PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.5416666666666667,3,False,27.0,27.0,25.0,,68.0,Student engagement; Curriculum; Computational thinking; Mathematics education; Coding (social sciences),Using music to engage students in an introductory undergraduate programming course for non-Majors
10.1145/3265757.3265778,Infusing computational thinking into middle grade science classrooms: Lessons learned,2018,ACM International Conference Proceeding Series,core,0.9083333333333334,3,False,27.0,27.0,28.0,,108.0,Computational thinking; Curriculum; General partnership; Mathematics education; Computer science,Infusing computational thinking into middle grade science classrooms: Lessons learned
10.1145/2839509.2844624,CS0 for computer science majors at Ohio university,2016,,broad,0.5416666666666667,3,False,27.0,27.0,28.0,,44.0,Python (programming language); Computer science; Mathematics education; Process (computing); Computational thinking,CS0 for computer science majors at Ohio university
10.1109/educon.2015.7096089,Computer programming as an educational tool in the English classroom a preliminary study,2015,"IEEE Global Engineering Education Conference, EDUCON",broad,0.6333333333333333,3,False,27.0,27.0,20.0,8.349999999999998,78.0,Computer science; Mainstream; Teamwork; Computational thinking; Mathematics education,Computer programming as an educational tool in the English classroom a preliminary study
10.1119/perc.2013.pr.021,Computational Thinking for Physics: Programming Models of Physics Phenomenon in Elementary School,2013,2013 PHYSICS EDUCATION RESEARCH CONFERENCE,broad,0.6333333333333333,3,False,27.0,27.0,21.0,,94.0,Computational thinking; Mathematics education; Phenomenon; Curriculum; Computer science,Computational Thinking for Physics: Programming Models of Physics Phenomenon in Elementary School
10.1145/2184512.2184547,"A plan for immediate immersion of computational thinking into the high school math classroom through a partnership with the Alabama math, science, and technology initiative",2012,,core,0.8166666666666667,3,False,27.0,27.0,17.0,,85.0,General partnership; Mathematics education; Math education; Computational thinking; Plan (archaeology),"A plan for immediate immersion of computational thinking into the high school math classroom through a partnership with the Alabama math, sc"
10.1080/10511970701641990,Towards the construction of a framework to deal with routine problems to foster mathematical inquiry,2009,PRIMUS,broad,0.575,2,False,27.0,27.0,,0.5,20.0,Mathematics education; Reflection (computer programming); Process (computing); Computer science; Mathematical problem,Towards the construction of a framework to deal with routine problems to foster mathematical inquiry
10.1016/j.tsc.2023.101269,The role of computer supported project-based learning in students’ computational thinking and engagement in robotics courses,2023,Thinking Skills and Creativity,core,0.8166666666666667,3,False,26.0,26.0,27.0,,200.0,Computational thinking; Robotics; Debugging; Mathematics education; Reading (process),The role of computer supported project-based learning in students’ computational thinking and engagement in robotics courses
10.1109/te.2023.3297221,Investigating the Impact of Design Thinking-Based STEAM PBL on Students' Creativity and Computational Thinking,2023,IEEE Transactions on Education,core,0.9083333333333334,3,False,26.0,26.0,31.0,,219.0,Creativity; Fluency; Mathematics education; Curriculum; Originality,Investigating the Impact of Design Thinking-Based STEAM PBL on Students' Creativity and Computational Thinking
10.3389/feduc.2022.757627,Investigating the effects of gender and scaffolding in developing preschool children’s computational thinking during problem-solving with Bee-Bots,2023,Frontiers in Education,core,0.9083333333333334,3,False,26.0,26.0,25.0,1.6,102.0,Computational thinking; Context (archaeology); Mathematics education; Early childhood education; Psychology,Investigating the effects of gender and scaffolding in developing preschool children’s computational thinking during problem-solving with Be
10.1007/s10798-021-09702-5,Development and effectiveness evaluation of a STEM-based game-design project for preservice primary teacher education,2022,International Journal of Technology and Design Education,core,0.8166666666666667,3,False,26.0,26.0,26.0,1.0,176.0,Mathematics education; Computational thinking; Science education; Teacher education; Primary education,Development and effectiveness evaluation of a STEM-based game-design project for preservice primary teacher education
10.1016/j.tsc.2022.101043,The bidirectional predictions between primary school students’ STEM and language academic achievements and computational thinking: The moderating role of gender,2022,Thinking Skills and Creativity,core,0.8166666666666667,3,False,26.0,26.0,22.0,,207.0,Curriculum; Mathematics education; Academic achievement; Psychology; Longitudinal study,The bidirectional predictions between primary school students’ STEM and language academic achievements and computational thinking: The moder
10.1016/j.tsc.2022.101143,Computational thinking: A mediation tool and higher-order thinking for linking EFL grammar knowledge with competency,2022,Thinking Skills and Creativity,core,0.9083333333333334,3,False,26.0,26.0,27.0,,189.0,Grammar; Mediation; Mathematics education; Computer science; Test (biology),Computational thinking: A mediation tool and higher-order thinking for linking EFL grammar knowledge with competency
10.1080/15391523.2020.1858464,"Robot programming intervention for promoting spatial relations, mental rotation and visual memory of kindergarten children",2022,Journal of Research on Technology in Education,core,0.8500000000000001,2,False,26.0,26.0,29.0,,54.0,Intervention (counseling); Mental rotation; Spatial ability; Psychology; Robot,"Robot programming intervention for promoting spatial relations, mental rotation and visual memory of kindergarten children"
10.15388/infedu.2022.07,A Strategy of Learning Computational Thinking through Game Based in Virtual Reality: Systematic Review and Conceptual Framework,2022,Informatics in Education,broad,0.7583333333333333,2,False,26.0,26.0,31.0,,168.0,Virtual reality; Computer science; Immersion (mathematics); Computational thinking; Systematic review,A Strategy of Learning Computational Thinking through Game Based in Virtual Reality: Systematic Review and Conceptual Framework
10.3390/su14127218,Development of Computational Thinking Using Microcontrollers Integrated into OOP (Object-Oriented Programming),2022,Sustainability (Switzerland),core,1.0,3,False,26.0,26.0,20.0,,92.0,Computational thinking; Theme (computing); Subject (documents); Mathematics education; Computer science,Development of Computational Thinking Using Microcontrollers Integrated into OOP (Object-Oriented Programming)
10.1016/j.caeo.2021.100056,Instructional interventions for computational thinking: Examining the link between computational thinking and academic performance,2021,Computers and Education Open,core,1.0,3,False,26.0,26.0,25.0,,208.0,Creativity; Curriculum; Computational thinking; Mathematics education; Extant taxon,Instructional interventions for computational thinking: Examining the link between computational thinking and academic performance
10.1016/j.promfg.2020.03.088,Computational thinking in secondary and higher education,2020,Procedia Manufacturing,broad,0.6333333333333333,3,False,26.0,26.0,19.0,,225.0,Computational thinking; Worksheet; Mathematics education; Task (project management); Process (computing),Computational thinking in secondary and higher education
10.1145/3328778.3366840,A Large-scale Evaluation of a Rubric for the Automatic Assessment of Algorithms and Programming Concepts,2020,SIGCSE 2020: PROCEEDINGS OF THE 51ST ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION,broad,0.5416666666666667,3,False,26.0,26.0,21.0,,42.0,Rubric; Computer science; Cronbach's alpha; Construct (python library); Construct validity,A Large-scale Evaluation of a Rubric for the Automatic Assessment of Algorithms and Programming Concepts
10.1007/978-981-13-6528-7_1,Introduction to Computational Thinking Education,2019,,core,0.9083333333333334,3,False,26.0,26.0,26.0,,134.0,Computational thinking; Theme (computing); Mathematics education; Scope (computer science); Computer science,Introduction to Computational Thinking Education
10.1007/s10758-018-9389-5,How to Implement Educational Robotics’ Programs in Italian Schools: A Brief Guideline According to an Instructional Design Point of View,2019,"Technology, Knowledge and Learning",broad,0.6333333333333333,3,False,26.0,26.0,23.0,0.25,136.0,Computer science; Robotics; Artificial intelligence; Educational robotics; Plan (archaeology),How to Implement Educational Robotics’ Programs in Italian Schools: A Brief Guideline According to an Instructional Design Point of View
10.1145/3341215.3356264,Hypercubes: A playful introduction to computational thinking in augmented reality,2019,CHI PLAY'19: EXTENDED ABSTRACTS OF THE ANNUAL SYMPOSIUM ON COMPUTER-HUMAN INTERACTION IN PLAY,broad,0.5416666666666667,3,False,26.0,26.0,27.0,,74.0,Augmented reality; Computer science; Computational thinking; Leverage (statistics); Human–computer interaction,Hypercubes: A playful introduction to computational thinking in augmented reality
10.1109/fie.2018.8658959,Unplugged Robotics to Increase K-12 Students' Engineering Interest and Attitudes,2018,"Proceedings - Frontiers in Education Conference, FIE",broad,0.6666666666666667,2,False,26.0,26.0,23.0,,73.0,Matriculation; Socioeconomic status; Robotics; Artificial intelligence; Workforce,Unplugged Robotics to Increase K-12 Students' Engineering Interest and Attitudes
10.1145/3159450.3159586,Computational thinking for all: An experience report on scaling up teaching computational thinking to all students in a major city in Sweden,2018,ACM Inroads,broad,0.6333333333333333,3,False,26.0,26.0,22.0,,107.0,Computational thinking; Curriculum; Competence (human resources); Mathematics education; Computer science,Computational thinking for all: An experience report on scaling up teaching computational thinking to all students in a major city in Sweden
10.1080/11356405.2017.1305075,"Sensors, programming and devices in Art Education sessions. One case in the context of primary education; Sensores, programación y dispositivos en sesiones de Educación Artística. Un caso en el contexto de Educación Primaria",2017,Cultura y Educacion,broad,0.5416666666666667,3,False,26.0,26.0,20.0,,28.0,Computational thinking; Competence (human resources); Creativity; Computer science; Context (archaeology),"Sensors, programming and devices in Art Education sessions. One case in the context of primary education; Sensores, programación y dispositi"
10.1007/978-1-4471-6470-8_18,Integrating argument mapping with systems thinking tools: Advancing applied systems science,2014,Advanced Information and Knowledge Processing,broad,0.7000000000000001,1,False,26.0,26.0,25.0,7.1,24.0,Argument (complex analysis); Collective intelligence; Critical systems thinking; Computer science; Management science,Integrating argument mapping with systems thinking tools: Advancing applied systems science
10.4018/978-1-4666-1864-0.ch021,Collaborative Strategic Board Games as a Site for Distributed Computational Thinking,2013,DEVELOPMENTS IN CURRENT GAME-BASED LEARNING DESIGN AND DEPLOYMENT,broad,0.6333333333333333,3,False,26.0,26.0,8.0,,8.0,Computational thinking; Computer science; Context (archaeology); Coding (social sciences); Computational model,Collaborative Strategic Board Games as a Site for Distributed Computational Thinking
10.1145/2380552.2380606,IT problem solving: An implementation of computational thinking in information technology,2012,,broad,0.5416666666666667,3,False,26.0,26.0,23.0,,78.0,Computer science; Computational thinking; General partnership; Set (abstract data type); Information technology,IT problem solving: An implementation of computational thinking in information technology
10.3390/make6010028,Augmenting Deep Neural Networks with Symbolic Educational Knowledge: Towards Trustworthy and Interpretable AI for Education,2024,Machine Learning and Knowledge Extraction,core,0.8500000000000001,2,False,25.0,25.0,32.0,1.25,101.0,Interpretability; Artificial intelligence; Computer science; Artificial neural network; Generalizability theory,Augmenting Deep Neural Networks with Symbolic Educational Knowledge: Towards Trustworthy and Interpretable AI for Education
10.1007/s10639-022-11445-2,A meta-analysis of the effectiveness of programming teaching in promoting K-12 students’ computational thinking,2023,Education and Information Technologies,broad,0.7250000000000001,3,False,25.0,25.0,27.0,,68.0,Computational thinking; Mathematics education; Competence (human resources); Computer science; Context (archaeology),A meta-analysis of the effectiveness of programming teaching in promoting K-12 students’ computational thinking
10.1007/s11423-022-10182-0,Tracing the essence: ways to develop abstraction in computational thinking,2023,Educational Technology Research and Development,broad,0.7250000000000001,3,False,25.0,25.0,28.0,2.35,104.0,Abstraction; Computational thinking; Computer science; Curriculum; Set (abstract data type),Tracing the essence: ways to develop abstraction in computational thinking
10.1080/15391523.2021.1962453,Developing and Testing a Design-Based Learning Approach to Enhance Elementary Students’ Self-Perceived Computational Thinking,2023,Journal of Research on Technology in Education,core,1.0,3,False,25.0,25.0,28.0,4.05,161.0,Curriculum; Focus group; Computational thinking; Mathematics education; Class (philosophy),Developing and Testing a Design-Based Learning Approach to Enhance Elementary Students’ Self-Perceived Computational Thinking
10.11591/ijere.v12i2.24232,The impact of STEM attitudes and computational thinking on 21st-century via structural equation modelling,2023,International Journal of Evaluation and Research in Education,core,1.0,3,False,25.0,25.0,20.0,,260.0,Computational thinking; Structural equation modeling; Curriculum; Mathematics education; Vocational education,The impact of STEM attitudes and computational thinking on 21st-century via structural equation modelling
10.1177/07356331231180951,Teaching and Learning Computational Thinking Through Game-Based Learning: A Systematic Review,2023,Journal of Educational Computing Research,core,1.0,3,False,25.0,25.0,30.0,,131.0,Experiential learning; Abstraction; Computer science; Avatar; Mathematics education,Teaching and Learning Computational Thinking Through Game-Based Learning: A Systematic Review
10.3390/educsci13090858,Combined Unplugged and Educational Robotics Training to Promote Computational Thinking and Cognitive Abilities in Preschoolers,2023,Education Sciences,broad,0.6333333333333333,3,False,25.0,25.0,29.0,0.5,131.0,Coding (social sciences); Psychological intervention; Psychology; Curriculum; Computational thinking,Combined Unplugged and Educational Robotics Training to Promote Computational Thinking and Cognitive Abilities in Preschoolers
10.1007/s10209-020-00789-6,"Applying Online Content-Based Knowledge Awareness and Team Learning to Develop Students' Programming Skills, Reduce their Anxiety, and Regulate Cognitive Load in a Cloud Classroom",2022,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,broad,0.575,2,False,25.0,25.0,24.0,,93.0,Curriculum; Competence (human resources); Teamwork; Class (philosophy); Psychology,"Applying Online Content-Based Knowledge Awareness and Team Learning to Develop Students' Programming Skills, Reduce their Anxiety, and Regul"
10.1016/j.tsc.2022.101041,Relations of computational thinking to reasoning ability and creative thinking in young children: Mediating role of arithmetic fluency,2022,Thinking Skills and Creativity,broad,0.575,2,False,25.0,25.0,25.0,,220.0,Fluency; Creativity; Divergent thinking; Cognition; Psychology,Relations of computational thinking to reasoning ability and creative thinking in young children: Mediating role of arithmetic fluency
10.1177/07356331211055379,Unleashing the Potential of Abstraction From Cloud of Computational Thinking: A Systematic Review of Literature,2022,Journal of Educational Computing Research,core,0.8166666666666667,3,False,25.0,25.0,23.0,,89.0,Abstraction; Computer science; Sophistication; Context (archaeology); Meaning (existential),Unleashing the Potential of Abstraction From Cloud of Computational Thinking: A Systematic Review of Literature
10.1177/07356331211060470,"From Critique to Computational Thinking: A Peer-Assessment-Supported Problem Identification, Flow Definition, Coding, and Testing Approach for Computer Programming Instruction",2022,Journal of Educational Computing Research,broad,0.6333333333333333,3,False,25.0,25.0,26.0,,89.0,Computational thinking; Computer science; Mathematics education; Coding (social sciences); Computer programming,"From Critique to Computational Thinking: A Peer-Assessment-Supported Problem Identification, Flow Definition, Coding, and Testing Approach f"
10.3389/fpsyg.2022.904761,Educational Robotics Intervention to Foster Computational Thinking in Preschoolers: Effects of Children’s Task Engagement,2022,Frontiers in Psychology,core,1.0,3,False,25.0,25.0,30.0,5.550000000000001,146.0,Computational thinking; Psychology; Robotics; Intervention (counseling); Generalization,Educational Robotics Intervention to Foster Computational Thinking in Preschoolers: Effects of Children’s Task Engagement
10.3390/educsci12120899,Introduction to Computational Thinking with Scratch for Teacher Training for Spanish Primary School Teachers in Mathematics,2022,Education Sciences,broad,0.5416666666666667,3,False,25.0,25.0,31.0,3.35,201.0,Mathematics education; Inclusion (mineral); Computational thinking; Scratch; Test (biology),Introduction to Computational Thinking with Scratch for Teacher Training for Spanish Primary School Teachers in Mathematics
10.3390/fi14120374,Gamification with Scratch or App Inventor in Higher Education: A Systematic Review,2022,Future Internet,broad,0.7250000000000001,3,False,25.0,25.0,23.0,,172.0,Scratch; Computer science; Scopus; Computational thinking; Systematic review,Gamification with Scratch or App Inventor in Higher Education: A Systematic Review
10.1016/j.compedu.2021.104284,Science teachers can teach computational thinking through distributed expertise,2021,Computers and Education,core,0.8166666666666667,3,False,25.0,25.0,24.0,1.5,206.0,Computational thinking; Mathematics education; Computer science; Science learning; Grounded theory,Science teachers can teach computational thinking through distributed expertise
10.1007/s10639-020-10268-3,The effect of computational thinking skill program design developed according to interest driven creator theory on prospective teachers,2020,Education and Information Technologies,core,1.0,3,False,25.0,25.0,25.0,2.85,148.0,Computational thinking; Graduation (instrument); Mathematics education; Test (biology); Psychology,The effect of computational thinking skill program design developed according to interest driven creator theory on prospective teachers
10.2196/11940,Computer programming: Should medical students be learning it?,2019,JMIR Medical Education,broad,0.5416666666666667,3,False,25.0,25.0,20.0,12.25,71.0,Computer science; Computer programming; Mathematics education; Multimedia; Medical education,Computer programming: Should medical students be learning it?
10.1007/978-3-319-93566-9_2,Characteristics of studies conducted on computational thinking: A content analysis,2018,,broad,0.6333333333333333,3,False,25.0,25.0,22.0,,150.0,Computational thinking; Computer science; Context (archaeology); Subject (documents); Mathematics education,Characteristics of studies conducted on computational thinking: A content analysis
10.1080/07380569.2018.1462630,Contextual Factors Influencing Access to Teaching Computational Thinking,2018,Computers in the Schools,core,0.8500000000000001,2,False,25.0,25.0,23.0,4.85,123.0,Rurality; Computational thinking; Mathematics education; Rural area; School teachers,Contextual Factors Influencing Access to Teaching Computational Thinking
10.1109/educon.2018.8363230,Scratch day to introduce robotics,2018,"IEEE Global Engineering Education Conference, EDUCON",broad,0.5416666666666667,3,False,25.0,25.0,22.0,,84.0,Scratch; Robotics; Artificial intelligence; Context (archaeology); Computer science,Scratch day to introduce robotics
10.1109/fie.2018.8659077,Exploring Different Unplugged Game-like Activities for Teaching Computational Thinking,2018,"Proceedings - Frontiers in Education Conference, FIE",core,0.8166666666666667,3,False,25.0,25.0,20.0,,133.0,Computational thinking; Outreach; Computer science; Mathematics education; Coding (social sciences),Exploring Different Unplugged Game-like Activities for Teaching Computational Thinking
10.1109/te.2018.2804350,Helping Engineering Students Learn in Introductory Computer Science (CS1) Using Computational Creativity Exercises (CCEs),2018,IEEE Transactions on Education,broad,0.575,2,False,25.0,25.0,18.0,,102.0,Creativity; Mathematics education; Computer science; Merge (version control); Science and engineering,Helping Engineering Students Learn in Introductory Computer Science (CS1) Using Computational Creativity Exercises (CCEs)
10.1111/jcal.12266,Beyond jam sandwiches and cups of tea: An exploration of primary pupils' algorithm-evaluation strategies,2018,Journal of Computer Assisted Learning,core,0.8500000000000001,2,False,25.0,25.0,21.0,1.75,107.0,Curriculum; Set (abstract data type); Abstraction; Computational thinking; Mathematics education,Beyond jam sandwiches and cups of tea: An exploration of primary pupils' algorithm-evaluation strategies
10.1109/blocks.2017.8120416,Computational thinking and mental models: From kodu to calypso,2017,,broad,0.6666666666666667,2,False,25.0,25.0,22.0,,38.0,Computer science; Affordance; Rotation formalisms in three dimensions; Variety (cybernetics); Programming language,Computational thinking and mental models: From kodu to calypso
10.1145/3078072.3084331,Scratch nodes: Coding outdoor play experiences to enhance social-physical interaction,2017,PROCEEDINGS OF THE 2017 ACM CONFERENCE ON INTERACTION DESIGN AND CHILDREN (IDC 2017),core,1.0,3,False,25.0,25.0,23.0,,47.0,Scratch; Coding (social sciences); Computer science; Human–computer interaction; Computational thinking,Scratch nodes: Coding outdoor play experiences to enhance social-physical interaction
10.1080/08993408.2016.1160664,Learning sorting algorithms through visualization construction,2016,Computer Science Education,core,0.8166666666666667,3,False,25.0,25.0,28.0,1.85,106.0,Computer science; Visualization; Mathematics education; Construct (python library); Class (philosophy),Learning sorting algorithms through visualization construction
10.1007/s10758-014-9237-1,Embodying Computational Thinking: Initial Design of an Emerging Technological Learning Tool,2015,"Technology, Knowledge and Learning",core,0.8500000000000001,2,False,25.0,25.0,22.0,40.25,143.0,Embodied cognition; Computational thinking; Computer science; Character (mathematics); Human–computer interaction,Embodying Computational Thinking: Initial Design of an Emerging Technological Learning Tool
10.1109/fie.2015.7344239,Computational thinking and impacts on K-12 science education,2015,"Proceedings - Frontiers in Education Conference, FIE",broad,0.5416666666666667,3,False,25.0,25.0,4.0,0.5,70.0,Implementation; Computational thinking; Assertion; Computer science; Discipline,Computational thinking and impacts on K-12 science education
10.1145/3613904.3642492,"""I want it to talk like Darth Vader"": Helping Children Construct Creative Self-Efficacy with Generative AI",2024,Conference on Human Factors in Computing Systems - Proceedings,broad,0.7000000000000001,1,False,24.0,24.0,27.0,105.0,51.0,Creativity; Strict constructionism; Construct (python library); Generative grammar; Participatory design,"""I want it to talk like Darth Vader"": Helping Children Construct Creative Self-Efficacy with Generative AI"
10.1007/s10639-022-11425-6,"How do computational thinking self-efficacy and performance differ according to secondary school students’ profiles? The role of computational identity, academic resilience, and gender",2023,Education and Information Technologies,core,0.9083333333333334,3,False,24.0,24.0,21.0,,81.0,Identity (music); Psychology; Computational thinking; Psychological resilience; Developmental psychology,How do computational thinking self-efficacy and performance differ according to secondary school students’ profiles? The role of computation
10.1007/s11423-023-10231-2,Development and validation of a computational thinking test for lower primary school students,2023,Educational Technology Research and Development,broad,0.5416666666666667,3,False,24.0,24.0,26.0,1.0,77.0,Test (biology); Item response theory; Reliability (semiconductor); Classical test theory; Psychology,Development and validation of a computational thinking test for lower primary school students
10.1080/02635143.2022.2036117,Improving early childhood pre-service teachers’ computational thinking teaching self-efficacy beliefs in a STEM course,2023,Research in Science and Technological Education,broad,0.575,2,False,24.0,24.0,24.0,1.0,123.0,Self-efficacy; Mathematics education; Science education; Psychology; Teaching method,Improving early childhood pre-service teachers’ computational thinking teaching self-efficacy beliefs in a STEM course
10.1177/07356331221133822,What Else Can Be Learned When Coding? A Configurative Literature Review of Learning Opportunities Through Computational Thinking,2023,Journal of Educational Computing Research,broad,0.6333333333333333,3,False,24.0,24.0,26.0,,94.0,Computational thinking; Underpinning; Coding (social sciences); Computer science; Cognition,What Else Can Be Learned When Coding? A Configurative Literature Review of Learning Opportunities Through Computational Thinking
10.3390/educsci13050487,Exploring Gamification Approaches for Enhancing Computational Thinking in Young Learners,2023,Education Sciences,core,0.8500000000000001,2,False,24.0,24.0,24.0,1.85,274.0,Inclusion (mineral); Computational thinking; Mathematics education; Critical thinking; Computer science,Exploring Gamification Approaches for Enhancing Computational Thinking in Young Learners
10.1016/j.ijcci.2021.100388,Exploring the development of mental rotation and computational skills in elementary students through educational robotics,2022,International Journal of Child-Computer Interaction,broad,0.5416666666666667,3,False,24.0,24.0,29.0,1.85,133.0,Embodied cognition; Mental rotation; Intervention (counseling); Robotics; Reading (process),Exploring the development of mental rotation and computational skills in elementary students through educational robotics
10.1080/15391523.2020.1834474,Connecting computational thinking in everyday reasoning and programming for elementary school students,2022,Journal of Research on Technology in Education,broad,0.5416666666666667,3,False,24.0,24.0,20.0,,179.0,Computational thinking; Curriculum; Mathematics education; Logical reasoning; Computer science,Connecting computational thinking in everyday reasoning and programming for elementary school students
10.15388/infedu.2022.09,Pre-Service Teacher Training Program of STEM-based Activities in Computing Science to Develop Computational Thinking,2022,Informatics in Education,core,1.0,3,False,24.0,24.0,30.0,,146.0,Computational thinking; Mathematics education; Computer science; Curriculum; Test (biology),Pre-Service Teacher Training Program of STEM-based Activities in Computing Science to Develop Computational Thinking
10.3390/mti6020013,Unplugged Activities in Cross-Curricular Teaching: Effect on Sixth Graders’ Computational Thinking and Learning Outcomes,2022,Multimodal Technologies and Interaction,broad,0.6333333333333333,3,False,24.0,24.0,20.0,2.35,119.0,Context (archaeology); Mathematics education; Curriculum; Computational thinking; Medical education,Unplugged Activities in Cross-Curricular Teaching: Effect on Sixth Graders’ Computational Thinking and Learning Outcomes
10.1080/07370024.2019.1621175,Physical Programming for Blind and Low Vision Children at Scale,2021,HUMAN-COMPUTER INTERACTION,broad,0.5416666666666667,3,False,24.0,24.0,22.0,,102.0,Liveness; Computer science; Scale (ratio); Multimedia; Psychology,Physical Programming for Blind and Low Vision Children at Scale
10.1145/3488042.3488048,Challenging but Full of Opportunities: Teachers' Perspectives on Programming in Primary Schools,2021,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,24.0,24.0,21.0,,54.0,Curriculum; School teachers; Computer science; Computational thinking; Mathematics education,Challenging but Full of Opportunities: Teachers' Perspectives on Programming in Primary Schools
10.1007/s10639-019-10048-8,Teachers’ narrative of learning to program in a professional development effort and the relation to the rhetoric of computational thinking,2020,Education and Information Technologies,broad,0.7250000000000001,3,False,24.0,24.0,22.0,,111.0,Computational thinking; Context (archaeology); Professional development; Variety (cybernetics); Computer science,Teachers’ narrative of learning to program in a professional development effort and the relation to the rhetoric of computational thinking
10.14201/eks.22957,Learning with robotics in primary education? a means of stimulating computational thinking; ¿aprender con robótica en educación primaria? un medio de estimular el pensamiento computacional,2020,Education in the Knowledge Society,core,0.8500000000000001,2,False,24.0,24.0,18.0,8.149999999999999,11.0,Humanities; Psychology; Philosophy,Learning with robotics in primary education? a means of stimulating computational thinking; ¿aprender con robótica en educación primaria? un
10.15388/infedu.2020.28,BlocklyScript: Design and Pilot Evaluation of an RPG Platform Game for Cultivating Computational Thinking Skills to Young Students,2020,Informatics in Education,core,1.0,3,False,24.0,24.0,23.0,,123.0,Computational thinking; Higher-order thinking; Mathematics education; Computer science; Process (computing),BlocklyScript: Design and Pilot Evaluation of an RPG Platform Game for Cultivating Computational Thinking Skills to Young Students
10.1109/access.2019.2924343,Data Mining Framework to Analyze the Evolution of Computational Thinking Skills in Game Building Workshops,2019,IEEE Access,core,1.0,3,False,24.0,24.0,24.0,,140.0,Computer science; Computational thinking; Visualization; Process (computing); Data science,Data Mining Framework to Analyze the Evolution of Computational Thinking Skills in Game Building Workshops
10.1080/10494820.2016.1181093,Exploring the effects of web-mediated computational thinking on developing students’ computing skills in a ubiquitous learning environment,2017,Interactive Learning Environments,broad,0.5416666666666667,3,False,24.0,24.0,21.0,,137.0,Computer science; Computational thinking; Mobile device; Group learning; Empirical research,Exploring the effects of web-mediated computational thinking on developing students’ computing skills in a ubiquitous learning environment
10.1145/3144826.3145351,Improving computational thinking using follow and give instructions,2017,ACM International Conference Proceeding Series,core,1.0,3,False,24.0,24.0,22.0,,98.0,Computational thinking; Computer science; Set (abstract data type); Coding (social sciences); Field (mathematics),Improving computational thinking using follow and give instructions
10.1145/3144826.3145353,Development of computational thinking and collaborative learning in kindergarten using programmable educational robots: A teacher training experience,2017,ACM International Conference Proceeding Series,broad,0.6333333333333333,3,False,24.0,24.0,26.0,,108.0,Computational thinking; Context (archaeology); Session (web analytics); Computer science; Point (geometry),Development of computational thinking and collaborative learning in kindergarten using programmable educational robots: A teacher training e
10.1007/978-3-319-46747-4_13,Combining the power of python with the simplicity of logo for a sustainable computer science education,2016,Lecture Notes in Computer Science,broad,0.7250000000000001,3,False,24.0,24.0,24.0,3.0,42.0,Computer science; Python (programming language); Logo (programming language); Simplicity; Computational thinking,Combining the power of python with the simplicity of logo for a sustainable computer science education
10.1145/3012430.3012499,Relationship of knowledge to learn in programming methodology and evaluation of computational thinking,2016,ACM International Conference Proceeding Series,core,1.0,3,False,24.0,24.0,16.0,,99.0,Computational thinking; Abstraction; Computer science; Generalization; Decomposition,Relationship of knowledge to learn in programming methodology and evaluation of computational thinking
10.1145/2462476.2483797,An informatics perspective on computational thinking,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",core,0.8500000000000001,2,False,24.0,24.0,22.0,,86.0,Computational thinking; Informatics; Perspective (graphical); Computer science; Set (abstract data type),An informatics perspective on computational thinking
