source,target,edge_source
10.1177/07356331211035182,10.1080/08993408.2018.1533297,openalex
10.1177/07356331211035182,10.1016/j.chb.2014.09.012,openalex
10.1177/07356331211035182,10.1007/s11423-019-09708-w,openalex
10.1177/07356331211035182,10.1016/j.chb.2016.08.047,openalex
10.1177/07356331211035182,10.1016/j.compedu.2016.03.003,openalex
10.1177/07356331211035182,10.1007/s40299-019-00478-w,openalex
10.1177/07356331211035182,10.1016/j.edurev.2017.09.003,openalex
10.1177/07356331211035182,10.1111/jcal.12493,openalex
10.1177/07356331211035182,10.1111/jcal.12545,openalex
10.1177/07356331211035182,10.1016/j.compedu.2019.103798,openalex
10.1177/07356331211035182,10.1007/s10956-015-9581-5,openalex
10.1177/07356331211035182,10.1145/1118178.1118215,openalex
10.1177/07356331211035182,10.1007/s10758-018-9391-y,openalex
10.1177/07356331211035182,10.1016/j.compedu.2019.103607,openalex
10.1177/07356331211033158,10.1016/j.ijcci.2018.10.004,openalex
10.1177/07356331211033158,10.1016/j.chb.2019.03.018,openalex
10.1177/07356331211033158,10.1016/j.robot.2015.10.008,openalex
10.1177/07356331211033158,10.1007/978-3-319-55553-9_5,openalex
10.1177/07356331211033158,10.1016/j.chb.2017.04.058,openalex
10.1177/07356331211033158,10.1007/s10956-015-9552-x,openalex
10.1177/07356331211033158,10.4324/9781315398945,openalex
10.1177/07356331211033158,10.1016/j.compedu.2013.10.020,openalex
10.1177/07356331211033158,10.3102/0034654317710096,openalex
10.1177/07356331211033158,10.2190/ec.51.2.c,openalex
10.1177/07356331211033158,10.1016/j.compedu.2017.03.001,openalex
10.1177/07356331211033158,10.1145/3105726.3106194,openalex
10.1177/07356331211033158,10.1007/s10956-019-09799-3,openalex
10.1177/07356331211033158,10.1007/s11528-015-0840-3,openalex
10.1177/07356331211033158,10.1145/3277565,openalex
10.1177/07356331211033158,10.3102/0013189x12463051,openalex
10.1177/07356331211033158,10.1016/j.compedu.2014.11.022,openalex
10.1177/07356331211033158,10.1016/j.chb.2015.05.047,openalex
10.1177/07356331211033158,10.2190/ec.49.4.b,openalex
10.1177/07356331211033158,10.1016/j.compedu.2020.103872,openalex
10.1177/07356331211033158,10.1016/j.chb.2017.01.005,openalex
10.1177/07356331211033158,10.1145/1929887.1929902,openalex
10.1177/07356331211033158,10.1080/15391523.2020.1760754,openalex
10.1177/07356331211033158,10.1093/bib/bbt005,openalex
10.1177/07356331211033158,10.1080/08993408.2018.1533297,openalex
10.1177/07356331211033158,10.1145/1539024.1508959,openalex
10.1177/07356331211033158,10.1016/j.compedu.2019.103759,openalex
10.1177/07356331211033158,10.1016/j.chb.2014.09.012,openalex
10.1177/07356331211033158,10.1109/access.2018.2877417,openalex
10.1177/07356331211033158,10.1007/s40299-019-00438-4,openalex
10.1177/07356331211033158,10.1080/15391523.2020.1713263,openalex
10.1177/07356331211033158,10.1007/s11423-019-09708-w,openalex
10.1177/07356331211033158,10.1016/j.chb.2019.03.003,openalex
10.1177/07356331211033158,10.1016/j.compedu.2018.10.005,openalex
10.1177/07356331211033158,10.1080/07380569.2018.1531613,openalex
10.1177/07356331211033158,10.1007/s11251-017-9421-5,openalex
10.1177/07356331211033158,10.1145/2160718.2160729,openalex
10.1177/07356331211033158,10.1145/2700517,openalex
10.1177/07356331211033158,10.1002/cae.22214,openalex
10.1177/07356331211033158,10.1016/j.chb.2016.08.047,openalex
10.1177/07356331211033158,10.1037/edu0000314,openalex
10.1177/07356331211033158,10.1016/j.edurev.2017.09.003,openalex
10.1177/07356331211033158,10.1080/15391523.2020.1784066,openalex
10.1177/07356331211033158,10.1016/j.compedu.2019.103798,openalex
10.1177/07356331211033158,10.1016/j.chb.2018.12.010,openalex
10.1177/07356331211033158,10.1177/0735633117743918,openalex
10.1177/07356331211033158,10.1007/s10639-015-9412-6,openalex
10.1177/07356331211033158,10.1007/s10956-015-9581-5,openalex
10.1177/07356331211033158,10.1145/1118178.1118215,openalex
10.1177/07356331211033158,10.1109/tale.2018.8615232,openalex
10.1177/07356331211033158,10.1007/s11528-016-0087-7,openalex
10.1177/07356331211033158,10.1007/s10956-019-09794-8,openalex
10.1177/07356331211033158,10.1016/j.compedu.2019.103607,openalex
10.1177/07356331211033158,10.1016/j.chb.2016.07.017,openalex
10.3389/frobt.2022.720448,10.1016/j.compedu.2013.10.020,openalex
10.3389/frobt.2022.720448,10.1016/j.compedu.2017.03.001,openalex
10.3389/frobt.2022.720448,10.1016/j.compedu.2022.104431,openalex
10.3389/frobt.2022.720448,10.15388/infedu.2019.04,openalex
10.3389/frobt.2022.720448,10.1007/s10956-016-9628-2,openalex
10.1016/j.chbr.2021.100166,10.1016/j.robot.2015.10.008,openalex
10.1016/j.chbr.2021.100166,10.15388/infedu.2020.01,openalex
10.1016/j.chbr.2021.100166,10.1016/j.compedu.2020.103832,openalex
10.1016/j.chbr.2021.100166,10.1007/s10956-020-09831-x,openalex
10.1016/j.chbr.2021.100166,10.1016/j.compedu.2021.104222,openalex
10.1016/j.chbr.2021.100166,10.1016/j.chb.2016.08.047,openalex
10.1016/j.chbr.2021.100166,10.1016/j.ijcci.2018.06.004,openalex
10.1016/j.chbr.2021.100166,10.1007/s40299-019-00478-w,openalex
10.1016/j.chbr.2021.100166,10.1016/j.edurev.2017.09.003,openalex
10.1016/j.chbr.2021.100166,10.1145/1118178.1118215,openalex
10.15294/jpii.v11i1.33125,10.1007/978-3-319-93566-9_7,openalex
10.15294/jpii.v11i1.33125,10.1016/j.ijcci.2021.100329,openalex
10.15294/jpii.v11i1.33125,10.1080/07380569.2021.1882206,openalex
10.15294/jpii.v11i1.33125,10.1007/s40692-020-00178-1,openalex
10.15294/jpii.v11i1.33125,10.1016/j.compedu.2022.104431,openalex
10.15294/jpii.v11i1.33125,10.1016/j.compedu.2020.103832,openalex
10.15294/jpii.v11i1.33125,10.1145/3159450.3159593,openalex
10.15294/jpii.v11i1.33125,10.1016/j.chb.2020.106575,openalex
10.15294/jpii.v11i1.33125,10.1177/0735633120972050,openalex
10.15294/jpii.v11i1.33125,10.1016/j.tsc.2021.100967,openalex
10.15294/jpii.v11i1.33125,10.1007/s10956-019-09802-x,openalex
10.15294/jpii.v11i1.33125,10.1016/j.compedu.2019.103759,openalex
10.15294/jpii.v11i1.33125,10.1016/j.compedu.2021.104222,openalex
10.15294/jpii.v11i1.33125,10.1016/j.chb.2021.106746,openalex
10.15294/jpii.v11i1.33125,10.1007/s10639-021-10617-w,openalex
10.15294/jpii.v11i1.33125,10.1016/j.compedu.2021.104284,openalex
10.15294/jpii.v11i1.33125,10.1007/s10639-015-9412-6,openalex
10.15294/jpii.v11i1.33125,10.1007/s11528-016-0087-7,openalex
10.15294/jpii.v11i1.33125,10.1016/j.chb.2017.01.005,openalex
10.1007/s13218-021-00750-6,10.1145/1118178.1118215,openalex
10.1007/s13218-021-00750-6,10.1080/10494820.2019.1674879,openalex
10.1007/s13218-021-00750-6,10.1007/978-3-319-93566-9_8,openalex
10.1007/s13218-021-00750-6,10.3102/0013189x12463051,openalex
10.1007/s13218-021-00750-6,10.1007/s10956-015-9581-5,openalex
10.1007/s13218-021-00750-6,10.1016/j.ijcci.2018.06.005,openalex
10.1007/s13218-021-00750-6,10.1145/3137065.3137069,openalex
10.1007/s13218-021-00750-6,10.1016/j.compedu.2020.103832,openalex
10.1007/s13218-021-00750-6,10.1016/j.compedu.2014.11.022,openalex
10.1007/s13218-021-00750-6,10.1016/j.compedu.2019.103607,openalex
10.1007/s13218-021-00751-5,10.1145/1118178.1118215,openalex
10.1007/s13218-021-00751-5,10.3102/0013189x12463051,openalex
10.1007/s13218-021-00751-5,10.1007/s11528-019-00410-5,openalex
10.1007/s13218-021-00751-5,10.1145/1539024.1508959,openalex
10.1007/s13218-021-00751-5,10.1145/1929887.1929902,openalex
10.1007/s13218-021-00751-5,10.1145/1953163.1953241,openalex
10.1016/j.ijcci.2021.100415,10.1145/1929887.1929902,openalex
10.1016/j.ijcci.2021.100415,10.1145/1118178.1118215,openalex
10.1016/j.ijcci.2021.100415,10.1007/978-3-319-52691-1_17,openalex
10.1016/j.ijcci.2021.100329,10.1016/j.chb.2019.03.018,openalex
10.1016/j.ijcci.2021.100329,10.1016/j.compedu.2013.10.020,openalex
10.1016/j.ijcci.2021.100329,10.1016/j.ijcci.2018.06.005,openalex
10.1016/j.ijcci.2021.100329,10.1007/s11528-018-0292-7,openalex
10.1016/j.ijcci.2021.100329,10.3102/0013189x12463051,openalex
10.1016/j.ijcci.2021.100329,10.1007/s10639-018-9729-z,openalex
10.1016/j.ijcci.2021.100329,10.1145/1539024.1508959,openalex
10.1016/j.ijcci.2021.100329,10.1016/j.chb.2014.09.012,openalex
10.1016/j.ijcci.2021.100329,10.1007/s10639-016-9482-0,openalex
10.1016/j.ijcci.2021.100329,10.1145/1118178.1118215,openalex
10.1016/j.ijcci.2021.100329,10.1145/1508865.1508959,openalex
10.1016/j.ijcci.2021.100329,10.1007/s11528-016-0098-4,openalex
10.1007/s10639-021-10700-2,10.1016/j.chb.2019.03.018,openalex
10.1007/s10639-021-10700-2,10.3389/fpsyg.2019.02713,openalex
10.1007/s10639-021-10700-2,10.1016/j.robot.2015.10.008,openalex
10.1007/s10639-021-10700-2,10.4324/9781315398945,openalex
10.1007/s10639-021-10700-2,10.1016/j.compedu.2013.10.020,openalex
10.1007/s10639-021-10700-2,10.1016/j.compedu.2019.04.013,openalex
10.1007/s10639-021-10700-2,10.3102/0034654317710096,openalex
10.1007/s10639-021-10700-2,10.3916/c59-2019-06,openalex
10.1007/s10639-021-10700-2,10.3102/0013189x12463051,openalex
10.1007/s10639-021-10700-2,10.1016/j.chb.2015.05.047,openalex
10.1007/s10639-021-10700-2,10.1111/bjet.12355,openalex
10.1007/s10639-021-10700-2,10.1007/s40299-019-00438-4,openalex
10.1007/s10639-021-10700-2,10.1080/20004508.2019.1627844,openalex
10.1007/s10639-021-10700-2,10.28945/3768,openalex
10.1007/s10639-021-10700-2,10.1145/3017680.3017779,openalex
10.1007/s10639-021-10700-2,10.1016/j.chb.2016.08.047,openalex
10.1007/s10639-021-10700-2,10.1007/s40299-019-00478-w,openalex
10.1007/s10639-021-10700-2,10.1145/1118178.1118215,openalex
10.1007/s10639-021-10700-2,10.1098/rsta.2008.0118,openalex
10.1177/07356331211027387,10.4324/9781315398945,openalex
10.1177/07356331211027387,10.1007/s40692-019-00147-3,openalex
10.1177/07356331211027387,10.3102/0034654317710096,openalex
10.1177/07356331211027387,10.1177/0735633119872908,openalex
10.1177/07356331211027387,10.1007/s10758-018-9391-y,openalex
10.1177/07356331211027387,10.1080/10645578.2020.1732184,openalex
10.1177/07356331211027387,10.3102/0013189x12463051,openalex
10.1177/07356331211027387,10.1016/j.chb.2021.106836,openalex
10.1177/07356331211027387,10.1016/j.chb.2014.09.012,openalex
10.1177/07356331211027387,10.1080/20004508.2019.1627844,openalex
10.1177/07356331211027387,10.4018/978-1-7998-1486-3.ch006,openalex
10.1177/07356331211027387,10.1016/j.compedu.2021.104222,openalex
10.1177/07356331211027387,10.1016/j.compedu.2016.03.003,openalex
10.1177/07356331211027387,10.1007/978-3-319-12307-3_58,openalex
10.1177/07356331211027387,10.1016/j.edurev.2017.09.003,openalex
10.1177/07356331211027387,10.1080/15391523.2016.1146563,openalex
10.1177/07356331211027387,10.1111/jcal.12545,openalex
10.1177/07356331211027387,10.1177/0735633117743918,openalex
10.1177/07356331211027387,10.1145/1118178.1118215,openalex
10.1177/07356331211017794,10.1016/j.robot.2015.10.008,openalex
10.1177/07356331211017794,10.1016/j.ijcci.2019.06.005,openalex
10.1177/07356331211017794,10.3390/su12114459,openalex
10.1177/07356331211017794,10.1016/j.chb.2017.01.005,openalex
10.1177/07356331211017794,10.1080/20004508.2019.1627844,openalex
10.1177/07356331211017794,10.1016/j.chb.2016.08.047,openalex
10.1177/07356331211017794,10.1145/2818314.2818315,openalex
10.1177/07356331211017794,10.1016/j.edurev.2017.09.003,openalex
10.1177/07356331211017794,10.1016/j.compedu.2019.103798,openalex
10.1177/07356331211017794,10.1177/0735633120972356,openalex
10.1177/07356331211017794,10.1145/1118178.1118215,openalex
10.1177/07356331211017794,10.1098/rsta.2008.0118,openalex
10.1177/07356331211017794,10.1007/s11528-016-0087-7,openalex
10.3390/educsci12020143,10.1016/j.chb.2019.03.018,openalex
10.3390/educsci12020143,10.15388/infedu.2018.05,openalex
10.3390/educsci12020143,10.1007/s40299-019-00438-4,openalex
10.3390/educsci12020143,10.1007/s40299-019-00478-w,openalex
10.3390/educsci12020143,10.1007/s11858-019-01096-y,openalex
10.3390/educsci12020143,10.1080/10986065.2021.1982666,openalex
10.3390/educsci12020143,10.1080/08993408.2021.1877988,openalex
10.3390/educsci12020143,10.1016/j.edurev.2017.09.003,openalex
10.3390/educsci12020143,10.3390/educsci12020143,openalex
10.19173/irrodl.v22i4.5474,10.1177/0735633116642774,openalex
10.19173/irrodl.v22i4.5474,10.3102/0013189x12463051,openalex
10.19173/irrodl.v22i4.5474,10.1016/j.chb.2015.05.047,openalex
10.19173/irrodl.v22i4.5474,10.1016/j.chb.2014.09.012,openalex
10.19173/irrodl.v22i4.5474,10.1016/j.compedu.2016.03.003,openalex
10.3390/mti6020013,10.1016/j.edurev.2017.09.003,openalex
10.3390/mti6020013,10.1016/j.chb.2014.09.012,openalex
10.3390/mti6020013,10.3102/0034654317710096,openalex
10.3390/mti6020013,10.1016/j.chb.2019.03.018,openalex
10.3390/mti6020013,10.1111/bjet.12355,openalex
10.3390/mti6020013,10.1080/15391523.2020.1870250,openalex
10.3390/mti6020013,10.1145/3137065.3137069,openalex
10.3390/mti6020013,10.1016/j.tsc.2021.100926,openalex
10.3390/mti6020013,10.1007/s10956-019-09799-3,openalex
10.3390/mti6020013,10.1016/j.compedu.2019.103798,openalex
10.3390/mti6020013,10.1177/21582440211016418,openalex
10.3390/mti6020013,10.1145/1118178.1118215,openalex
10.3390/mti6020013,10.3102/0013189x12463051,openalex
10.3390/mti6020013,10.1007/s10956-015-9581-5,openalex
10.3390/mti6020013,10.1109/icalt.2018.00072,openalex
10.3390/mti6020013,10.1145/2676723.2677256,openalex
10.3390/mti6020013,10.1007/s11528-019-00410-5,openalex
10.3390/mti6020013,10.14201/eks.23002,openalex
10.3390/mti6020013,10.1111/jcal.12545,openalex
10.3390/mti6020013,10.1016/j.compedu.2020.103832,openalex
10.3390/mti6020013,10.1016/j.chb.2016.08.047,openalex
10.3390/mti6020013,10.1016/j.compedu.2016.03.003,openalex
10.1007/s11423-021-10061-0,10.1016/j.robot.2015.10.008,openalex
10.1007/s11423-021-10061-0,10.1016/j.compedu.2013.10.020,openalex
10.1007/s11423-021-10061-0,10.3102/0013189x12463051,openalex
10.1007/s11423-021-10061-0,10.1007/s10956-019-09802-x,openalex
10.1007/s11423-021-10061-0,10.1007/s10956-017-9725-x,openalex
10.1007/s11423-021-10061-0,10.1080/15391523.2016.1146563,openalex
10.1007/s11423-021-10061-0,10.1007/s10956-019-09801-y,openalex
10.1016/j.compedu.2021.104379,10.1016/j.chb.2019.106185,openalex
10.1016/j.compedu.2021.104379,10.1016/j.chb.2019.03.018,openalex
10.1016/j.compedu.2021.104379,10.1016/j.compedu.2014.11.022,openalex
10.1016/j.compedu.2021.104379,10.1080/20004508.2019.1627844,openalex
10.1016/j.compedu.2021.104379,10.1016/j.compedu.2021.104196,openalex
10.1016/j.compedu.2021.104379,10.1007/s40299-019-00478-w,openalex
10.1016/j.compedu.2021.104379,10.1016/j.chb.2018.11.038,openalex
10.1016/j.compedu.2021.104379,10.1007/s10956-019-09801-y,openalex
10.1016/j.compedu.2021.104379,10.1145/2670757.2670767,openalex
10.1016/j.compedu.2021.104379,10.1007/978-3-319-41713-4_49,openalex
10.1016/j.compedu.2021.104379,10.1145/3287324.3287431,openalex
10.1016/j.compedu.2021.104379,10.1007/978-3-030-33759-9_4,openalex
10.1016/j.compedu.2021.104379,10.1007/978-3-319-93566-9,openalex
10.1016/j.compedu.2021.104379,10.1007/978-3-319-93566-9_8,openalex
10.1016/j.compedu.2021.104379,10.1145/3017680.3017779,openalex
10.1111/jcal.12591,10.1016/j.chb.2019.106185,openalex
10.1111/jcal.12591,10.1145/3137065.3137069,openalex
10.1111/jcal.12591,10.1177/0735633119872908,openalex
10.1111/jcal.12591,10.1016/j.compedu.2020.103832,openalex
10.1111/jcal.12591,10.1016/j.chb.2014.09.012,openalex
10.1111/jcal.12591,10.1111/bjet.12355,openalex
10.1111/jcal.12591,10.15388/infedu.2018.05,openalex
10.1111/jcal.12591,10.1016/j.chb.2016.08.047,openalex
10.1111/jcal.12591,10.1016/j.compedu.2016.03.003,openalex
10.1111/jcal.12591,10.1016/j.edurev.2017.09.003,openalex
10.1111/jcal.12591,10.1016/j.compedu.2019.103798,openalex
10.1111/jcal.12591,10.1007/s10639-015-9412-6,openalex
10.1111/jcal.12591,10.1145/1118178.1118215,openalex
10.1111/jcal.12591,10.1186/s40594-016-0052-1,openalex
10.1111/jcal.12591,10.1016/j.compedu.2019.103607,openalex
10.3389/fpsyg.2021.828568,10.3389/fpsyg.2021.771221,openalex
10.3389/fpsyg.2021.828568,10.1016/j.tsc.2020.100726,openalex
10.3389/fpsyg.2021.828568,10.1016/j.caeo.2021.100056,openalex
10.3389/fpsyg.2021.828568,10.3389/fpsyg.2021.640115,openalex
10.3389/fpsyg.2021.828568,10.1016/j.tsc.2021.100931,openalex
10.3389/fpsyg.2021.828568,10.1016/j.compedu.2019.103798,openalex
10.3389/fpsyg.2021.828568,10.1016/j.chb.2018.12.010,openalex
10.3389/fpsyg.2021.828568,10.1108/ils-05-2019-0042,openalex
10.3389/fpsyg.2021.828568,10.1007/s10639-015-9412-6,openalex
10.3389/fpsyg.2021.828568,10.1145/1118178.1118215,openalex
10.3389/fpsyg.2021.828568,10.1108/ils-05-2018-0035,openalex
10.1109/icirca54612.2022.9985593,10.1145/1118178.1118215,openalex
10.1109/icirca54612.2022.9985593,10.1016/j.procs.2012.04.056,openalex
10.1109/icirca54612.2022.9985593,10.1007/s10956-015-9581-5,openalex
10.1109/icirca54612.2022.9985593,10.3102/0013189x12463051,openalex
10.1109/icirca54612.2022.9985593,10.3390/educsci12010039,openalex
10.1109/icirca54612.2022.9985593,10.1007/s10956-022-09965-0,openalex
10.5617/adno.9194,10.1145/3105726.3106194,openalex
10.5617/adno.9194,10.1016/j.compedu.2020.103832,openalex
10.5617/adno.9194,10.1111/bjep.12429,openalex
10.5617/adno.9194,10.1037/edu0000314,openalex
10.5617/adno.9194,10.1016/j.chb.2020.106349,openalex
10.5617/adno.9194,10.1177/1478210319894785,openalex
10.5617/adno.9194,10.1111/jcal.12545,openalex
10.5617/adno.9194,10.1080/15391523.2021.1922105,openalex
10.5617/adno.9194,10.1145/1118178.1118215,openalex
10.1115/detc2022-91173,10.1145/1118178.1118215,openalex
10.3991/ijim.v16i20.34247,10.1016/j.robot.2015.10.008,openalex
10.3991/ijim.v16i20.34247,10.1109/educon.2018.8363230,openalex
10.1080/18117295.2022.2133739,10.3102/0013189x12463051,openalex
10.1080/18117295.2022.2133739,10.1007/s10956-019-09798-4,openalex
10.1080/18117295.2022.2133739,10.1007/978-3-319-93566-9_8,openalex
10.1080/18117295.2022.2133739,10.1007/978-981-13-6528-7_7,openalex
10.1080/18117295.2022.2133739,10.1007/s10956-015-9581-5,openalex
10.1080/18117295.2022.2133739,10.1145/1118178.1118215,openalex
10.1080/18117295.2022.2133739,10.1007/978-3-319-52691-1_13,openalex
10.29333/ejmste/12442,10.3390/educsci12010039,openalex
10.29333/ejmste/12442,10.3102/0013189x12463051,openalex
10.29333/ejmste/12442,10.1016/j.compedu.2020.103872,openalex
10.29333/ejmste/12442,10.1145/1118178.1118215,openalex
10.1080/2331186x.2022.2098929,10.1080/0020739x.2016.1254296,openalex
10.1080/2331186x.2022.2098929,10.1007/s10956-015-9552-x,openalex
10.1080/2331186x.2022.2098929,10.1177/0735633120979930,openalex
10.1080/2331186x.2022.2098929,10.1080/10494820.2019.1674879,openalex
10.1080/2331186x.2022.2098929,10.1080/14794802.2020.1852104,openalex
10.1080/2331186x.2022.2098929,10.1080/0020739x.2020.1736349,openalex
10.1080/2331186x.2022.2098929,10.3390/educsci11020080,openalex
10.1080/2331186x.2022.2098929,10.15388/infedu.2018.17,openalex
10.1080/2331186x.2022.2098929,10.1007/s11858-019-01096-y,openalex
10.1080/2331186x.2022.2098929,10.1007/s40299-019-00438-4,openalex
10.1080/2331186x.2022.2098929,10.1007/s11858-020-01200-7,openalex
10.1080/2331186x.2022.2098929,10.1007/s10758-017-9328-x,openalex
10.1080/2331186x.2022.2098929,10.1080/15391523.2020.1784066,openalex
10.1080/2331186x.2022.2098929,10.1145/1118178.1118215,openalex
10.15388/infedu.2022.09,10.1007/s10639-017-9675-1,openalex
10.15388/infedu.2022.09,10.1109/fie.2015.7344237,openalex
10.15388/infedu.2022.09,10.1145/1118178.1118215,openalex
10.15388/infedu.2022.09,10.1145/1929887.1929902,openalex
10.1016/j.ijer.2022.102008,10.1016/j.ijcci.2018.10.004,openalex
10.1016/j.ijer.2022.102008,10.3390/educsci8010018,openalex
10.1016/j.ijer.2022.102008,10.1007/s11528-019-00461-8,openalex
10.1016/j.ijer.2022.102008,10.3389/fpsyg.2019.02713,openalex
10.1016/j.ijer.2022.102008,10.1016/j.compedu.2020.103807,openalex
10.1016/j.ijer.2022.102008,10.1016/j.robot.2015.10.008,openalex
10.1016/j.ijer.2022.102008,10.17275/per.19.10.6.2,openalex
10.1016/j.ijer.2022.102008,10.1108/idd-09-2019-0065,openalex
10.1016/j.ijer.2022.102008,10.1080/10494820.2020.1722712,openalex
10.1016/j.ijer.2022.102008,10.1186/s40594-020-00238-z,openalex
10.1016/j.ijer.2022.102008,10.3390/informatics6040043,openalex
10.1016/j.ijer.2022.102008,10.1177/0735633119872908,openalex
10.1016/j.ijer.2022.102008,10.1016/j.compedu.2020.103832,openalex
10.1016/j.ijer.2022.102008,10.1007/s10758-018-9391-y,openalex
10.1016/j.ijer.2022.102008,10.30935/cet.554493,openalex
10.1016/j.ijer.2022.102008,10.1016/j.tsc.2020.100726,openalex
10.1016/j.ijer.2022.102008,10.1080/10494820.2017.1337036,openalex
10.1016/j.ijer.2022.102008,10.3102/0013189x12463051,openalex
10.1016/j.ijer.2022.102008,10.1080/10494820.2019.1636090,openalex
10.1016/j.ijer.2022.102008,10.1080/0144929x.2016.1188415,openalex
10.1016/j.ijer.2022.102008,10.17275/per.19.8.6.2,openalex
10.1016/j.ijer.2022.102008,10.1016/j.tsc.2020.100714,openalex
10.1016/j.ijer.2022.102008,10.1007/s40299-019-00479-9,openalex
10.1016/j.ijer.2022.102008,10.1007/s11423-021-10034-3,openalex
10.1016/j.ijer.2022.102008,10.15388/infedu.2018.17,openalex
10.1016/j.ijer.2022.102008,10.1111/bjet.13157,openalex
10.1016/j.ijer.2022.102008,10.1016/j.chb.2014.09.012,openalex
10.1016/j.ijer.2022.102008,10.1145/3336126,openalex
10.1016/j.ijer.2022.102008,10.1007/s11858-019-01096-y,openalex
10.1016/j.ijer.2022.102008,10.6092/issn.1970-2221/11583,openalex
10.1016/j.ijer.2022.102008,10.1007/s11423-019-09708-w,openalex
10.1016/j.ijer.2022.102008,10.1177/0735633115612785,openalex
10.1016/j.ijer.2022.102008,10.1080/07380569.2018.1531613,openalex
10.1016/j.ijer.2022.102008,10.1007/s11251-017-9421-5,openalex
10.1016/j.ijer.2022.102008,10.1145/3243138,openalex
10.1016/j.ijer.2022.102008,10.15388/infedu.2018.05,openalex
10.1016/j.ijer.2022.102008,10.1080/10494820.2019.1612448,openalex
10.1016/j.ijer.2022.102008,10.1016/j.compedu.2016.03.003,openalex
10.1016/j.ijer.2022.102008,10.1007/s40299-019-00480-2,openalex
10.1016/j.ijer.2022.102008,10.1080/15391523.2020.1834474,openalex
10.1016/j.ijer.2022.102008,10.1016/j.compedu.2019.103798,openalex
10.1016/j.ijer.2022.102008,10.1016/j.chb.2018.12.010,openalex
10.1016/j.ijer.2022.102008,10.15388/infedu.2019.19,openalex
10.1016/j.ijer.2022.102008,10.1177/0735633117743918,openalex
10.1016/j.ijer.2022.102008,10.1145/1118178.1118215,openalex
10.1016/j.ijer.2022.102008,10.1098/rsta.2008.0118,openalex
10.1016/j.ijer.2022.102008,10.1145/3104982,openalex
10.1016/j.ijer.2022.102008,10.1108/ils-05-2018-0035,openalex
10.1016/j.ijer.2022.102008,10.1080/10494820.2018.1534245,openalex
10.1016/j.ijer.2022.102008,10.1016/j.compedu.2019.103633,openalex
10.1016/j.ijer.2022.102008,10.1080/15391523.2021.1983894,openalex
10.22521/edupij.2022.112.3,10.1016/j.chb.2019.106185,openalex
10.22521/edupij.2022.112.3,10.1016/j.chb.2019.03.018,openalex
10.22521/edupij.2022.112.3,10.1080/08993408.2021.1877988,openalex
10.22521/edupij.2022.112.3,10.1016/j.compedu.2017.09.004,openalex
10.22521/edupij.2022.112.3,10.1080/14794802.2020.1852104,openalex
10.22521/edupij.2022.112.3,10.1145/3371647.3371651,openalex
10.22521/edupij.2022.112.3,10.1007/s10956-019-09803-w,openalex
10.22521/edupij.2022.112.3,10.1016/j.elerap.2020.101011,openalex
10.22521/edupij.2022.112.3,10.1016/j.chb.2019.03.003,openalex
10.22521/edupij.2022.112.3,10.1007/s10956-020-09831-x,openalex
10.22521/edupij.2022.112.3,10.1016/j.compedu.2021.104222,openalex
10.22521/edupij.2022.112.3,10.1016/j.chb.2016.08.047,openalex
10.22521/edupij.2022.112.3,10.1016/j.edurev.2017.09.003,openalex
10.22521/edupij.2022.112.3,10.1007/s10956-015-9581-5,openalex
10.22521/edupij.2022.112.3,10.1145/1118178.1118215,openalex
10.22521/edupij.2022.112.3,10.1016/j.compedu.2022.104445,openalex
10.22521/edupij.2022.112.3,10.1007/978-3-030-64363-8_7,openalex
10.3991/ijim.v16i10.30043,10.1007/s10956-019-09802-x,openalex
10.3991/ijim.v16i10.30043,10.1007/978-3-319-52691-1_13,openalex
10.3991/ijim.v16i10.30043,10.1016/j.compedu.2013.10.020,openalex
10.3991/ijim.v16i10.30043,10.1007/978-3-319-52691-1_12,openalex
10.22521/edupij.2022.111.1,10.1016/j.compedu.2017.03.001,openalex
10.22521/edupij.2022.111.1,10.3389/feduc.2021.657895,openalex
10.22521/edupij.2022.111.1,10.1177/10567879221076077,openalex
10.22521/edupij.2022.111.1,10.1145/1118178.1118215,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.chb.2019.106185,openalex
10.4018/978-1-6684-2411-7.ch040,10.1007/s10956-017-9709-x,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.compedu.2013.10.020,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.compedu.2019.04.013,openalex
10.4018/978-1-6684-2411-7.ch040,10.1145/3362789.3362874,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.ijcci.2018.06.005,openalex
10.4018/978-1-6684-2411-7.ch040,10.30935/cet.554493,openalex
10.4018/978-1-6684-2411-7.ch040,10.1007/s10758-019-09423-8,openalex
10.4018/978-1-6684-2411-7.ch040,10.3916/c59-2019-06,openalex
10.4018/978-1-6684-2411-7.ch040,10.1007/s40299-019-00438-4,openalex
10.4018/978-1-6684-2411-7.ch040,10.4018/978-1-7998-1486-3.ch006,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.chb.2019.03.003,openalex
10.4018/978-1-6684-2411-7.ch040,10.1016/j.compedu.2016.03.003,openalex
10.4018/978-1-6684-2411-7.ch040,10.1145/1118178.1118215,openalex
10.4018/978-1-6684-2411-7.ch028,10.1016/j.compedu.2013.10.020,openalex
