policy_id,title,year,publisher_name,publisher_type_primary,publisher_types,publisher_id,country_code,country_name,state_name,city_name,latitude,longitude,dimensions_url,publisher_linkout,source_query,document_category
policy.3510843,Uganda Digital Economy Assessment,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3510843,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3510334,"Russia Economic Report, No. 43, July 2020",2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3510334,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3509836,Digital Skills,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3509836,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3509737,Getting to Work,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3509737,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3509646,Skills and the Labor Market in a New Era,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3509646,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3509406,Accelerating Digital Transformation in Zambia,2020,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3509406,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3508651,Improving Higher Education Performance in Kenya,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3508651,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3508434,Promoting a New Economy for the Middle East and North Africa,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3508434,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3507876,Children Learning to Code,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3507876,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3507520,How Wealthy is Russia?,2019,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3507520,http://www.worldbank.org/,Computational Thinking,policy_document
policy.35073,The maturing of the MOOC: literature review of massive open online courses and other forms of online distance learning,2013,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.35073,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.3502175,World Development Report 2016,2016,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3502175,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3500692,Citizen-Driven Innovation,2015,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3500692,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3499859,Georgia Education Sector Policy Review,2014,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3499859,http://www.worldbank.org/,Computational Thinking,policy_document
policy.34997,Industrial strategy conference 2013: securing jobs and a stronger economy [analytical insights],2013,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.34997,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.3476447,Horizon Europe and the digital & industrial transition,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3476447,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3460027,Artificial intelligence and education – a teacher-centred approach to safety and health,2024,European Agency for Safety and Health at Work,Government,Government,grid.482032.f,ES,Spain,,Bilbao,43.250095,-2.930868,https://app.dimensions.ai/details/policy_documents/policy.3460027,https://osha.europa.eu/en,Computational Thinking,policy_document
policy.3459990,Digital transformation in blended learning environments,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3459990,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3459966,Entrepreneurial and innovation ecosystems in rural areas,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3459966,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3339604,"ERASMUS+ projects focusing on digital skills and engaging young people in vocational education and training. Annex, Inventory of project",2025,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3339604,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3339584,Study to support the monitoring of the Declaration on Digital Rights and Principles,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3339584,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3336594,Apprenticeships and the digital transition,2024,European Centre for the Development of Vocational Training,Government,Government,grid.509861.3,GR,Greece,,Thessaloniki,40.57579,22.997047,https://app.dimensions.ai/details/policy_documents/policy.3336594,https://www.cedefop.europa.eu/,Computational Thinking,policy_document
policy.3336412,Vocational education and training in Czechia,2022,European Centre for the Development of Vocational Training,Government,Government,grid.509861.3,GR,Greece,,Thessaloniki,40.57579,22.997047,https://app.dimensions.ai/details/policy_documents/policy.3336412,https://www.cedefop.europa.eu/,Computational Thinking,policy_document
policy.3336409,"Defining, writing and applying learning outcomes",2022,European Centre for the Development of Vocational Training,Government,Government,grid.509861.3,GR,Greece,,Thessaloniki,40.57579,22.997047,https://app.dimensions.ai/details/policy_documents/policy.3336409,https://www.cedefop.europa.eu/,Computational Thinking,policy_document
policy.3332157,OECD Education Policy Perspectives,2020,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.3332157,http://www.oecd.org/,Computational Thinking,policy_document
policy.3322744,"Technology and Australia’s Future: New technologies and their role in our security, cultural, democratic, social and economic systems",2015,Australian Council of Learned Academies,Nonprofit,Nonprofit,grid.423059.9,AU,Australia,Victoria,Melbourne,-37.834812,144.97375,https://app.dimensions.ai/details/policy_documents/policy.3322744,http://www.acola.org.au/,Computational Thinking,policy_document
policy.3303136,Storage and availability of data for research,2021,Royal Netherlands Academy of Arts and Sciences,Government,Government,grid.418101.d,NL,Netherlands,,Amsterdam,52.37153,4.899722,https://app.dimensions.ai/details/policy_documents/policy.3303136,http://www.knaw.nl/nl,Computational Thinking,policy_document
policy.3302555,Improving service sector productivity: the economic imperative,2017,Committee for Economic Development of Australia,Other,Other,grid.531462.7,AU,Australia,New South Wales,Sydney,-33.86228,151.2053,https://app.dimensions.ai/details/policy_documents/policy.3302555,https://www.ceda.com.au/,Computational Thinking,policy_document
policy.3299543,Report to Congress on Interdisciplinary Research at the National Science Foundation,2024,National Science Board,Government,Government,grid.457896.1,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.3299543,http://www.nsf.gov/nsb/,Computational Thinking,policy_document
policy.3299508,Science and Engineering Indicators 2018,2018,National Science Board,Government,Government,grid.457896.1,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.3299508,http://www.nsf.gov/nsb/,Computational Thinking,policy_document
policy.3299501,THE SKILLED TECHNICAL WORKFORCE: Crafting America's Science & Engineering Enterprise,2019,National Science Board,Government,Government,grid.457896.1,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.3299501,http://www.nsf.gov/nsb/,Computational Thinking,policy_document
policy.3299496,Elementary and Secondary STEM Education,2022,National Science Board,Government,Government,grid.457896.1,US,United States,Virginia,Alexandria,38.801666,-77.070435,https://app.dimensions.ai/details/policy_documents/policy.3299496,http://www.nsf.gov/nsb/,Computational Thinking,policy_document
policy.3290765,Proposals by Non-Federal Interests for Inclusion in the Annual Report to Congress on Future Water Resources Development,2024,US Army Corps of Engineers,Government,Government,grid.431335.3,US,United States,District of Columbia,Washington D.C.,38.899494,-77.01758,https://app.dimensions.ai/details/policy_documents/policy.3290765,http://www.usace.army.mil/,Computational Thinking,policy_document
policy.3290763,Defense Advisory Committee on Military Personnel Testing; Notice of Federal Advisory Committee Meeting,2024,United States Department of Defense,Government,Government,grid.420391.d,US,United States,District of Columbia,Washington D.C.,38.871113,-77.05583,https://app.dimensions.ai/details/policy_documents/policy.3290763,http://www.defense.gov/,Computational Thinking,policy_document
policy.3288075,A Study on Structures to Support Continuous Learning – International Benchlearning,2019,Prime Minister's Office Finland,Government,Government,grid.483439.1,FI,Finland,,Helsinki,60.16957,24.954002,https://app.dimensions.ai/details/policy_documents/policy.3288075,http://vnk.fi/en/frontpage,Computational Thinking,policy_document
policy.3286685,Education Policy Report of the Finnish Government,2021,Prime Minister's Office Finland,Government,Government,grid.483439.1,FI,Finland,,Helsinki,60.16957,24.954002,https://app.dimensions.ai/details/policy_documents/policy.3286685,http://vnk.fi/en/frontpage,Computational Thinking,policy_document
policy.3276767,OECD Education Policy Perspectives,2024,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.3276767,http://www.oecd.org/,Computational Thinking,policy_document
policy.3276541,Moving the Needle on Equity in Computer Science Education: Lessons from New York City | Urban Institute,2024,Urban Institute,Nonprofit,Nonprofit,grid.56362.34,US,United States,District of Columbia,Washington D.C.,38.904877,-77.04694,https://app.dimensions.ai/details/policy_documents/policy.3276541,http://www.urban.org/,Computational Thinking,policy_document
policy.32762,Internet of things: making the most of the second digital revolution,2014,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.32762,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.3241437,Mapping ERC frontier research artificial intelligence,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3241437,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.3175290,Digital technologies: Australian developments,2019,Australian Academy of Technological Sciences and Engineering,Nonprofit,Nonprofit,grid.423058.8,AU,Australia,Victoria,Melbourne,-37.83493,144.97382,https://app.dimensions.ai/details/policy_documents/policy.3175290,https://www.atse.org.au/,Computational Thinking,policy_document
policy.3175228,Embracing Australia’s digital futures,2018,Australian Academy of Technological Sciences and Engineering,Nonprofit,Nonprofit,grid.423058.8,AU,Australia,Victoria,Melbourne,-37.83493,144.97382,https://app.dimensions.ai/details/policy_documents/policy.3175228,https://www.atse.org.au/,Computational Thinking,policy_document
policy.3102373,LAC Digital Economy Country Diagnostic,2024,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3102373,http://www.worldbank.org/,Computational Thinking,policy_document
policy.3101967,Toward a K-12 Blended Learning Framework for Saudi Arabia,2023,World Bank,Government,Government,grid.431778.e,US,United States,District of Columbia,Washington D.C.,38.8993,-77.0425,https://app.dimensions.ai/details/policy_documents/policy.3101967,http://www.worldbank.org/,Computational Thinking,policy_document
policy.30967,"Smart cities, citizenship skills and the digital agenda: the grand challenges of preparing the citizens of the future",2015,UK Government,Government,Government,grid.421947.d,GB,United Kingdom,,London,51.503372,-0.127646,https://app.dimensions.ai/details/policy_documents/policy.30967,https://www.gov.uk/; https://www.gov.uk/government/organisations/department-for-international-development,Computational Thinking,policy_document
policy.3055155,Tech as Art: Supporting Artists Who Use Technology as a Creative Medium,2021,National Endowment for the Arts,Government,Government,grid.453524.1,US,United States,District of Columbia,Washington D.C.,38.884068,-77.0216,https://app.dimensions.ai/details/policy_documents/policy.3055155,http://arts.gov/,Computational Thinking,policy_document
policy.3022897,Scenarios for the future of school education in the EU,2024,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.3022897,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2992290,Leveraging Human–Machine Teaming,2024,Royal United Services Institute,Nonprofit,Nonprofit,grid.472659.b,GB,United Kingdom,,London,51.504356,-0.12585,https://app.dimensions.ai/details/policy_documents/policy.2992290,https://rusi.org/,Computational Thinking,policy_document
policy.2979825,Plugging In: Empowering communities to ensure digital literacy access for youth,2020,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979825,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.2979819,"I, Human: The digital and soft skills driving Canada’s labour market",2019,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979819,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.2979801,Levelling Up: The quest for digital literacy,2018,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979801,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.2979792,The State of Digital Literacy: A literature review,2018,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979792,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.2979784,Digital Literacy in a Digital Age,2017,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979784,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.2979780,Future-proof: Preparing young Canadians for the future of work,2017,Toronto Metropolitan University,Education,Education,grid.68312.3e,CA,Canada,Ontario,Toronto,43.657738,-79.38018,https://app.dimensions.ai/details/policy_documents/policy.2979780,https://www.torontomu.ca/,Computational Thinking,policy_document
policy.297317,DIGCOMP - EU Law and Publications,2013,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.297317,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2957816,"Asia-Pacific tech monitor. Vol. 34, No. 2, Apr - Jun 2017",2017,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957816,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957760,"Asia-Pacific tech monitor. Vol. 35, No. 3, Jul - Sep 2018",2018,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957760,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957743,"Asia-Pacific tech monitor. Vol. 36, No. 1, Jan - Mar 2019",2019,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957743,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957700,"Asia-Pacific tech monitor. Vol. 37, No. 3, Jul - Sep 2020",2020,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957700,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957692,"Asia-Pacific tech monitor. Vol. 37, No. 2, Apr - Jun 2020",2020,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957692,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957250,Collection of policies and recommendations to improve meaningful participation of people in vulnerable situation in the digital economy,2022,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957250,https://www.unescap.org/,Computational Thinking,policy_document
policy.2957105,Inclusive digital development,2022,United Nations Economic and Social Commission for Asia and the Pacific,Government,Government,grid.507526.3,TH,Thailand,,Bangkok,13.76588,100.51045,https://app.dimensions.ai/details/policy_documents/policy.2957105,https://www.unescap.org/,Computational Thinking,policy_document
policy.2949027,Avrupa'da eğitim ve öğretim sistemlerinin izlenmesi için yapısal göstergeler 2023,2023,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.2949027,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.294449,Study on skills related to key enabling technologies (KETs) - EU Law and Publications,2015,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.294449,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.293828,Horizon report Europe - EU Law and Publications,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.293828,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2938036,Education in a Dynamic World: the performance of students in Ireland in PISA 2022,2023,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2938036,http://www.gov.ie/,Computational Thinking,policy_document
policy.2937610,"Inequalities, labour inclusion and the future of work in Latin America",2023,United Nations Economic Commission for Latin America and the Caribbean,Government,Government,grid.494685.2,CL,Chile,,Santiago,-33.47279,-70.62983,https://app.dimensions.ai/details/policy_documents/policy.2937610,https://www.cepal.org/en,Computational Thinking,policy_document
policy.2937374,Programme for International Student Assessment (PISA 2022): Highlights from Scotland's Results,2023,Scottish Government,Government,Government,grid.421126.2,GB,United Kingdom,Scotland,Edinburgh,55.95356,-3.184061,https://app.dimensions.ai/details/policy_documents/policy.2937374,http://www.gov.scot/#slide/1,Computational Thinking,policy_document
policy.293059,Education & training 2020 - EU Law and Publications,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.293059,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.292879,Employment and skills aspects of the digital single market strategy - EU Law and Publications,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.292879,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.292767,Skills for Key Enabling Technologies in Europe - EU Law and Publications,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.292767,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.292412,Developing computational thinking in compulsory education - EU Law and Publications,2016,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.292412,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.292325,Research evidence on the use of learning analytics - EU Law and Publications,2017,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.292325,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2922628,Human-centred AI in the EU,2025,Fores,Nonprofit,Nonprofit,grid.528921.5,SE,Sweden,,Stockholm,59.340733,18.058287,https://app.dimensions.ai/details/policy_documents/policy.2922628,https://fores.se/,Computational Thinking,policy_document
policy.2916893,OECD Education Policy Perspectives,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.2916893,http://www.oecd.org/,Computational Thinking,policy_document
policy.2916488,Global Campus Innovations,2020,World Meteorological Organization,Government,Government,grid.426193.b,CH,Switzerland,,Geneva,46.223396,6.146614,https://app.dimensions.ai/details/policy_documents/policy.2916488,https://www.wmo.int/pages/index_en.html,Computational Thinking,policy_document
policy.2916487,Global Campus Innovations,2020,World Meteorological Organization,Government,Government,grid.426193.b,CH,Switzerland,,Geneva,46.223396,6.146614,https://app.dimensions.ai/details/policy_documents/policy.2916487,https://www.wmo.int/pages/index_en.html,Computational Thinking,policy_document
policy.2914931,STEM News - issue 1,2023,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2914931,http://www.gov.ie/,Computational Thinking,policy_document
policy.2914469,"Towards a New Literacy, Numeracy and Digital literacy Strategy",2023,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2914469,http://www.gov.ie/,Computational Thinking,policy_document
policy.2913541,Digital Strategy for Schools to 2027,2022,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2913541,http://www.gov.ie/,Computational Thinking,policy_document
policy.2912952,National Development Plan 2021-2030,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2912952,http://www.gov.ie/,Computational Thinking,policy_document
policy.2912204,Digital Strategy for Schools 2015-2020,2021,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2912204,http://www.gov.ie/,Computational Thinking,policy_document
policy.2911811,Leaving Certificate Computer Science Bulletin 4,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2911811,http://www.gov.ie/,Computational Thinking,policy_document
policy.2911483,Leaving Certificate Computer Science Framework 2020,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2911483,http://www.gov.ie/,Computational Thinking,policy_document
policy.2911057,"Digital Learning 2020: Reporting on practice in Early Learning and Care, Primary and Post-Primary Contexts",2024,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2911057,http://www.gov.ie/,Computational Thinking,policy_document
policy.2911012,The Action Plan for Education,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2911012,http://www.gov.ie/,Computational Thinking,policy_document
policy.2910905,National Digital Strategy,2020,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2910905,http://www.gov.ie/,Computational Thinking,policy_document
policy.2910467,Chief Inspector’s Report September 2016 – December 2020,2024,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2910467,http://www.gov.ie/,Computational Thinking,policy_document
policy.2907670,Ireland: Voluntary National Review 2018,2018,Government of Ireland,Government,Government,grid.484183.2,IE,Ireland,,Dublin,53.339092,-6.254088,https://app.dimensions.ai/details/policy_documents/policy.2907670,http://www.gov.ie/,Computational Thinking,policy_document
policy.2882641,Digital education content in the EU,2023,Publications Office of the European Union,Government,Government,grid.482028.4,LU,Luxembourg,,Luxembourg,49.598927,6.131402,https://app.dimensions.ai/details/policy_documents/policy.2882641,http://publications.europa.eu/en/home,Computational Thinking,policy_document
policy.2867597,OECD Artificial Intelligence Papers,2023,Organisation For Economic Co-Operation and Development,Government,Government,grid.36193.3e,FR,France,,Paris,48.833557,2.266132,https://app.dimensions.ai/details/policy_documents/policy.2867597,http://www.oecd.org/,Computational Thinking,policy_document
policy.2865884,Engaging Young People in the Implementation of ESD in the UNECE Region: Good Practices in the Engagement of Youth in Education for Sustainable Development,2022,United Nations Economic Commission for Europe,Other,Other,grid.494679.1,CH,Switzerland,,Geneva,46.224247,6.139544,https://app.dimensions.ai/details/policy_documents/policy.2865884,http://www.unece.org/info/ece-homepage.html,Computational Thinking,policy_document
policy.2853929,The NIOSH Future of Work Initiative research agenda,2021,Centers for Disease Control and Prevention,Government,Government,grid.416738.f,US,United States,Georgia,Atlanta,33.798817,-84.3256,https://app.dimensions.ai/details/policy_documents/policy.2853929,http://www.cdc.gov/,Computational Thinking,policy_document
policy.2850445,Closing the Skills Gap: Key Insights and Success Metrics,2020,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.2850445,https://www.weforum.org/,Computational Thinking,policy_document
policy.2850439,Building a Common Language for Skills at Work A Global Taxonomy,2021,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.2850439,https://www.weforum.org/,Computational Thinking,policy_document
policy.2850365,Building Back Broader: Policy Pathways for an Economic Transformation,2021,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.2850365,https://www.weforum.org/,Computational Thinking,policy_document
policy.2850222,Catalysing Education 4.0: Investing in the Future of Learning for a Human-Centric Recovery,2022,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.2850222,https://www.weforum.org/,Computational Thinking,policy_document
policy.2850137,Education 4.0 India,2022,World Economic Forum,Nonprofit,Nonprofit,grid.475663.5,CH,Switzerland,,Geneva,46.225685,6.191236,https://app.dimensions.ai/details/policy_documents/policy.2850137,https://www.weforum.org/,Computational Thinking,policy_document
policy.284171,STEM education for 14-19 year olds,2013,Parliament of United Kingdom,Government,Government,grid.451251.6,GB,United Kingdom,,London,51.500736,-0.124749,https://app.dimensions.ai/details/policy_documents/policy.284171,http://www.parliament.uk/,Computational Thinking,policy_document
policy.2839332,The future of computer science and information technology in schools: ICT steering group report,2014,Welsh Government,Government,Government,grid.422594.c,GB,United Kingdom,Wales [Cymru GB-CYM],Cardiff,51.48467,-3.180083,https://app.dimensions.ai/details/policy_documents/policy.2839332,http://gov.wales/?skip=1&lang=en,Computational Thinking,policy_document
