patent_id,title,year,publication_date,jurisdiction,legal_status,assignee,current_assignee,inventors,n_assignees,n_inventors,source_query,document_category,abstract_clean
KR-20190077954-A,ONLINE ROLE PLAYING GAME METHOD FOR CODING LEARNING,2017,2019-07-04,KR,Abandoned,TRYCATCH MEDIA CO LTD,,YOO HWAN SOO,1,1,Computational Thinking,patent,"The present invention relates to an on-line role-playing game method for coding learning, and more particularly, to an on-line role-playing game method for coding learning, Playing game for online games. A method of on-line role-playing game for learning coding according to the present invention comprises the steps of: (a) connecting a plurality of users to a game server; (b) providing map creation and a mission setting interface to one or more users of the plurality of users (C) providing a map and a mission to one or more users of the plurality of users, and (d) performing the mission by a user who has been provided with the map and the mission, It is possible to request the user to input the source code and to move the character appearing in the game or take a predetermined action when the correct source code is inputted from the user."
KR-20190048188-A,UNPLUGGED CODING SYSTEM USING AN ELECTRONIC BLOCK,2017,2019-05-09,KR,Ceased,DO WAN YI,,DO WAN YI,1,1,Computational Thinking,patent,"The present invention relates to an unplugged coding system using an electronic block, and more particularly, to an unplugged coding system using an electronic block capable of performing coding education even when not connected to a computer. An unplugged coding system using an electronic block according to an embodiment of the present invention includes: a plate; A character placed on the plate and operated according to the received code information; And a coding block in which code information for allowing the character to perform a specific operation is stored, wherein the coding block includes code information in which subblocks are assembled with one or more other subblocks; And a main block assembled with the sub-block and transmitting code information of the assembled sub-blocks to the plate and the character."
KR-20190048185-A,UNPLUGGED CODING SYSTEM USING AN ELECTRONIC PLATE,2017,2019-05-09,KR,Ceased,DO WAN YI,,DO WAN YI,1,1,Computational Thinking,patent,"BACKGROUND OF THE INVENTION 1. Field of the Invention The present invention relates to an unplugged coding system using an electronic plate, and more particularly, to an unplugged coding system using an electronic plate capable of performing coding education without being connected to a computer. An unplugged coding system using an electronic plate according to an embodiment of the present invention includes: a character operated according to received code information; A plate including a position detection unit for detecting a position coordinate value of a character positioned on an upper surface; A display device provided on an upper surface of the plate; And a coding block for storing code information for allowing the character to perform a specific operation, and transmitting the code information to the plate and the character."
KR-20190047494-A,A CODING LEARNING METHOD BASED ON BOX LIBRARY,2017,2019-05-08,KR,Ceased,JEONG WON YONG,,JEONG WON YONG,1,1,Computational Thinking,patent,"The present invention relates to a box-library-based coding learning method, and more particularly, to a coding learning method based on a box library, comprising: generating at least one block type box in a display area based on a code input to a code area; Performing coding according to the input code value when at least one code having a code value is input in the generated at least one box; And displaying the execution result in a display area."
KR-20190046170-A,DEVICE FOR PROVIDING CODING EDUCATION CONTENTS AND CONTROL METHOD FOR THE SAME,2017,2019-05-07,KR,Ceased,NEWDIN MEDART,,KIM MIN KWANG; KIM HYOUNG MIN; LEE JAE IL,1,3,Computational Thinking,patent,"The present invention relates to a device of providing coding education content and a method of controlling coding education content by using the same. The device of providing coding education content has a simple configuration to be suitable for commercialization, is very simple to be operated by preschoolers or children, and provides a simple and clear method of progressing provided content, thereby being configured to be suitable for providing content for coding education to preschoolers or children. The device of providing coding education content of the present invention comprises: a plurality of coding blocks each having a direction indication; a block arrangement panel having a plurality of coding grooves for inserting the coding blocks, respectively, and detecting a direction indicated by each of the inserted coding blocks as the coding blocks are inserted into the coding grooves, respectively; and a control unit for providing content for coding education according to direction information indicated by each of the coding blocks inserted into the block arrangement panel."
KR-20190045005-A,Smart toy for play and education,2017,2019-05-02,KR,Granted,OH YEON JAE; INDUSTRY ACADEMIC COOPERATION FOUNDATION OF SUNCHON NATIONAL UNIV,,OH YEON JAE; SUH YOUNG SANG; KIM EUNG KON,2,3,Computational Thinking,patent,"The present invention provides a smart toy for a child in which play and education are engrafted. The smart toy for a child can perform storytelling or a game for various age groups including an infant. According to the present invention, the smart toy for a child in which play and education are engrafted includes a command input panel (100), an auxiliary command input member (200), and a controller (300). The command input panel (100) includes: a start block (110) reporting a start of a program; an end block (120) reporting the end of the program; and at least a command block (130) connected between the start block (110) and the end block (120) and performing a command between the start and end of the program. The auxiliary command input member (200) is connected to the command block (130) and inputs an auxiliary command to the command block (130). The controller (300) is communicated with the command input panel (100). The controller (300) receives a total command of the command input panel (100) and the auxiliary command input member (200) and controls the movement of at least one among a character on a screen, a drone, and a robot, which are a subject to be operated."
KR-20190016400-A,Educational Coding System Based on Light And Driving Method Of The Same,2017,2019-02-18,KR,Ceased,KINGKONGEDU,,LEE BAEK GEUN; KANG HO SEONG,1,2,Computational Thinking,patent,"The present invention relates to a coding system for education, comprising: an operated unit (40); a light transmitting module (10) outputting a light signal in accordance with predetermined light-based programming data to operate the operated unit (40); a light receiving module (20) converting the light signal inputted from the light transmitting module (10) into a light processing signal; and a microcontroller (30) deriving an execution command value (OPS) based on the light processing signal received from the light receiving module (20) and driving the operated unit (40) in accordance with the execution command value (OPS)."
KR-20180108987-A,Study system and method for coding education,2017,2018-10-05,KR,Ceased,KOREA SANYO IND CO LTD,,JUNG YONG WHA; JUNG KWANG PIL; JANG BONG JUN,1,3,Computational Thinking,patent,"The present invention relates to a system and a method for learning coding. The system and the method for learning coding enable a user to sequentially set the order of movement of a robot by calculating a moving path of the robot, and present a question to the user to allow the robot to move according to an answer presented by the user such that the user can understand and learn coding through play. According to the present invention, the system for learning coding comprises: a robot which moves in a predetermined order; a server unit which uploads a question; and a control unit through which a user can set the order of movement of the robot, and which interacts with the server unit to present a question to the user at each order wherein the robot is set to implement the next movement when the user solves a question presented at a corresponding order. In addition, the method for learning coding comprises: an operation step in which the user sequentially sets the order of movement of the robot by using the control unit; a question solving step which presents the question transmitted from the server to the user; and a movement step which enables the robot to implement the next movement when the user presents the correct answer or keeps the robot on standby or cancels the previous movement of the robot when the user fails to present the correct answer."
KR-20180066558-A,SYSTEM FOR DEVELOPING MOOT MODEL,2016,2018-06-19,KR,Withdrawn,UNIV KOREA RES & BUS FOUND,,LIM HEUI SEOK; HUR YUN A,1,2,Computational Thinking,patent,"An online open teaching material (MOOT) development system according to an embodiment of the present invention includes a training environment provisioner for providing a training environment for a learner to perform an exercise based on a step-by-step learning, And a learner analysis unit for analyzing the learning status of the learner and the online attendance status based on the practice based on the step-by-step learning, ."
KR-20180026714-A,Coding Tool Kit,2018,2018-03-13,KR,Granted,MRT INTERNATIONAL LTD,,KYUJUNG HAN; PARK KI UN; ROH HEE JIN,1,3,Computational Thinking,patent,"Disclosed is a coding tool kit. The coding tool kit of the present invention breaks from a fixed attachment board using only specific sensors used in coding education or physical computing education in primary, middle and high schools, is assembled in a detachable structure capable of mounting or detaching sensors on or from a board to directly combine the sensors to be used, can have a circuit configuration by being inserted in a detachable manner using an input unit, an output unit, other component units, and various components having more complicated sensors provided therein to be connected by a jumper cable, and has an expansion set other than a basic set to be expanded. A programming tool of a conventional text coding method can be used with a block type programming tool such as a scratch, an entry sensor board, etc. and most programming tools that support Arduino can be used. Also, a time required for wiring or soldering modularized components is reduced using a jumper cable, such that more time can be used to concentrate on the programming using a library, a Bluetooth communications structure is provided for transceiving wireless data with a smartphone, an IoT element using wireless communications is added, and a circuit configuration part is modularized to the maximum to perform coding education and physical computing programming education rather than circuit education."
KR-20170135481-A,Coding Tool Kit,2016,2017-12-08,KR,Ceased,MRT INTERNATIONAL LTD,,HAN KYU JUNG; PARK KI UN; ROH HEE JIN,1,3,Computational Thinking,patent,"A coding tool kit is disclosed. The Coding Toolkit is designed to break the fixed-mount board that uses only the specific sensors used in Coding training or Physical Computing education at elementary and junior high school, And can be connected by a jumper cable in an attachable / detachable manner using an input unit, an output unit, and other parts and various parts equipped with more complicated sensors. , And an extension set in addition to the basic set. In addition to block-type programming tools such as scratch and entry sensor boards, traditional text-coding programming tools are available and most programming tools that support arduino are available, By reducing the time for wiring and soldering, we can concentrate more time on programming using the library, provide Bluetooth communication structure for smart phone and wireless data transmission, add IoT elements using wireless communication, We provide programming kits that are as modular as possible to make coding education and physical computing programming education rather than education."
KR-20170101402-A,System and Method of Controlling Educational Robot,2016,2017-09-06,KR,Ceased,SEERAI CORP,,BAE JUNG BIN,1,1,Computational Thinking,patent,"The present invention relates to a system and a method for controlling an educational robot. The system performing programming by utilizing an RFID instruction tag comprises: one or more RFID instruction tags storing instruction information for driving a robot apparatus; a programming board reading information through an RFID reader having the RFID instruction tag disposed in a predetermined location; the robot apparatus receiving the instruction information of the RFID instruction tag read by the programming board; and a mission board allowing the robot apparatus to perform an operation in accordance with the received instruction information. According to the present invention, most operations performed by a real robot can be realized by using various instructions without use of a separate computer. Moreover, the system and the method of the present invention can be utilized to induce computational thinking."
KR-20170001861-A,SOFTWARE ALGORITHM STUDYING APPARATUS,2015,2017-01-05,KR,Withdrawn,CHOI WON JIN,,CHOI WON JIN,1,1,Computational Thinking,patent,"A software algorithm learning apparatus is disclosed. The apparatus for learning software algorithm according to an embodiment of the present invention includes: a storage unit for storing a shape of an execution result of at least one software algorithm; An algorithm selection unit that selects a shape of a result of execution of a software algorithm to be learned from a user; A coloring card selector for receiving a selection of a coloring card including coloring information and predetermined color information; A moving card selecting unit for selecting at least one of an upper moving card including the upward moving information, a lower moving card including the downward moving information, a left moving card including the left moving information, and a right moving card including the right moving information; An arranging unit arranging at least one of the coloring card, the upper moving card, the lower moving card, the left moving card, and the right moving card in the selected order; And arranging at least one of the plurality of software algorithms arranged in the selected order in accordance with a corresponding role and verifying whether or not the software algorithm to be learned by the user is implemented properly, ."
KR-20160117742-A,SOFTWARE ALGORITHM STUDYING TOOLS OF UNPLUGGED COMPUTER TYPE,2015,2016-10-11,KR,Withdrawn,CHOI WON JIN,,CHOI WON JIN,1,1,Computational Thinking,patent,"Disclosed is a software algorithm learning tool. The software algorithm learning tool according to an embodiment of the present invention comprises: a teaching material on which a shape representing a performance result of a software algorithm is printed; a plurality of coloring cards which have one surface printed with coloring information and the other surface printed with predetermined colors; a plurality of movement cards on which information on movement toward one direction among four directions is printed; and a verification plate having mounting units for mounting the movement cards and the coloring cards, and used to verify that the algorithm is properly implemented by determining whether a shape obtained by arranging at least one among the coloring cards and the movement cards, which is used to implement the algorithm, on the mounting units depending on a corresponding role, and a shape obtained as the performance result of the software algorithm are matched."
KR-20160084026-A,Method And System For Promoting the Computational Thinking of based upon Assembly-styled Pattern Evolution Integration Modeling,2015,2016-07-13,KR,Withdrawn,YOO HONG JUN,,YOO HONG JUN,1,1,Computational Thinking,patent,"The present invention relates to a method and a system for promoting computational thinking based on assembly-styled pattern evolution integration modeling, capable of supporting the wide increase of the computational thinking based on the assembling, the disassembling, the abstracting, and the pattern recognition of an algorithm pattern in an integral viewpoint of EA, BPR/ISP, analysis, design, implementation (source), and a test, and a method for promoting the computational thinking using the present apparatus. According to the present invention, the algorithm pattern can be assembled, disassembled, abstracted, and embodied in an integral viewpoint as if a robot performs the above processes in an automation factory. In addition, the evolution process of the pattern is tracked and patterns before and after the change are compared with each other, so that the patterns are improved in an integral modeling viewpoint, so the computational thinking can be remarkably effectively enhanced. Accordingly, the development efficiency and the maintenance of software can be improved in a working level."
KR-20150041777-A,APPARATUS FOR PROVIDING EDUCATION INFORMATION OF COMPUTER AND METHOD THEREOF,2015,2015-04-17,KR,Ceased,이광춘,,이광춘,1,1,Computational Thinking,patent,"A computer education information providing apparatus is disclosed. The computer education information providing apparatus of the present invention is a computer education information providing apparatus for providing computer education information, requesting the education provider terminal to input information corresponding to a demand for customized computer education, storing and distributing computer education information generated from the education provider terminal, ; An education information demand unit for delivering request and feedback of computer education demand input from the education consumer terminal and providing computer education information to the education consumer terminal; A cloud storage unit for storing computer education information generated by the education information supply unit and computer education demand requested by the education information demand unit; And education information demand input from the education information demand unit, not only in the cloud storage unit but also in the education information supply unit, stores the computer education information generated from the education information supply unit in the cloud storage unit, And a training server for searching computer education information according to a result of the analysis according to the request and feedback of the computer education demand from the cloud storage unit and providing the computer education information to the education information demanding unit."
KR-102893315-B1,Easy Play Block and Easy Play Block System combined with electronic components,2023,2025-12-02,KR,Active,고현우,고현우,고현우,1,1,Computational Thinking,patent,"An easy-play block system in which electronic components are combined according to the present invention comprises a start block for supplying power, a terminal block which is a termination function block that is combined at the final stage of the combination block and terminates all electrical operations, and one or more basic blocks arranged between the start block and the terminal block to perform an output function in which electronic components are combined to output signals or data, wherein the start block has a convex portion formed on only one side thereof, the terminal block has a concave portion formed on only one side thereof, and the basic block has a convex portion formed on one side thereof and a concave portion formed on the opposite side thereof, so that the start block, the terminal block, and the basic block are arranged in a longitudinal direction so that the convex portions and the concave portions are mutually fitted and coupled."
KR-102841895-B1,ARTIFICIAL INTELLIGENCE BASED REAL-TIME ESTIMATE AUTOMATION SYSTEM USING THREE-DIMENTIONAL PRINTING OBJECT VOLUME CALCULATION FROM THREE-DIMENTIONAL MODELING FILE,2024,2025-08-04,KR,Active,주식회사아이컨택,주식회사아이컨택,AN HYEONG CHAN,1,1,Computational Thinking,patent,"A real-time quotation automation system using volume value calculation of an AI-based 3D modeling file is provided, and includes a quotation service providing server including a user terminal that uploads a 3D modeling file, selects materials and equipment for 3D printing, and outputs a real-time quotation calculated based on the total volume value of at least one 3D printing object included in the 3D modeling file and the selected materials and equipment, a registration unit that receives a 3D modeling file uploaded from the user terminal, an extraction unit that extracts at least one 3D printing object included in the 3D modeling file, a volume confirmation unit that extracts the unit volume value of at least one 3D printing object, an quotation unit that inputs the total volume value obtained by adding the materials and equipment selected from the user terminal and the unit volume value of at least one 3D printing object into a pre-built AI (Artificial Intelligence) to output a quotation, and a provision unit that provides the output quotation to the user terminal."
KR-102801862-B1,CONDING TRAINING SYSTEM WITH CODING MAP,2023,2025-05-08,KR,Active,주식회사 키위에듀,주식회사 키위에듀,원동우,1,1,Computational Thinking,patent,"A system is disclosed, which includes a robot; and a coding map formed in the form of a panel diagramming the basic concepts of coding, along which the robot moves."
KR-102799356-B1,Physical Computing System of Graphical User Interface Using Arduino,2022,2025-04-29,KR,Active,동양미래대학교 산학협력단; 주식회사 이엑스솔루션,동양미래대학교 산학협력단; 주식회사 이엑스솔루션,황일규; 공태웅; 박진혁,2,3,Computational Thinking,patent,"The physical computing system using Arduino graphical user interface can easily teach physical computing to beginners who do not know the C language by coding the program through GUI that connects given scripts in the form of drag and drop, unlike conventional text-based programming languages, assembling blocks. The present invention has the effect of enabling the production of drag-and-drop software based on block diagrams and flowcharts so that beginners can easily perform physical computing. The present invention has the effect of enabling beginners to perform physical computing and computational thinking without first being taught the C language, which causes them to be averse to physical computing and computational thinking due to its high level of difficulty, and of inducing continued interest in these subjects."
KR-102751634-B1,Play Teaching Aid Device for Kid by Coding of Robot and Game Method Thereby,2023,2025-01-09,KR,Active,주식회사 한길교육연구소,주식회사 한길교육연구소,KIM BODEULMAM; YOO JI YOUNG; JUNG GEUN HUI,1,3,Computational Thinking,patent,"A children's play equipment device for coding a coding robot and a method for operating the device are disclosed. A children's play equipment device for coding a coding robot according to an embodiment of the present invention may include a coding game equipment configured with a game board for path finding and a plurality of path blocks provided with commands for coding, wherein the plurality of path blocks are arranged on the game board by an interface with a user, and a coding robot that recognizes commands related to the plurality of path blocks arranged on the game board and performs path finding operations on the game board based on the recognized commands."
KR-102672346-B1,Hybrid coding education system,2021,2024-06-03,KR,Active,박진영,박진영,박진영,1,1,Computational Thinking,patent,"The present invention is a coding system that links with a cloud server that collects and shares sensor data from the real world, including sensor data from shared coding tools, in order to generate various types of sensor data and sensor data with various characteristics required for coding education. It is about a hybrid coding education system that provides a simulation platform to enable multiple instructors and learners to simultaneously conduct coding education in real time without constraints of time, space, and cost. The purpose of coding education includes sensor data from the real world. A shared terminal that generates shared data, a cloud server that collects and stores the generated coding education sensor data in real time and transmits the stored coding education big data to users in real time, and allows users to selectively collect sensor data based on big data A coding simulation platform that receives and edits and simulates, provides new big data for coding education suitable for the user's coding education based on the sensor data, and generates control commands of the coding teaching aid, and a coding teaching aid that operates by receiving control commands. Implement a hybrid coding education system, including a user terminal that includes."
KR-102667960-B1,SYSTEM FOR PROVIDING PROGRAM LINKED BETWEEN EDUCATION AND EMPLOYMENT BASED ON-LINE,2021,2024-05-23,KR,Active,이민형,이민형,이민형,1,1,Computational Thinking,patent,"The present invention discloses an education and employment linking program system. More similarly, the present invention relates to an online-based education and employment-linked program provision system that connects users to employment by matching users who have acquired Open Online Course (MOOC) qualifications corresponding to the work at a company seeking employment with the company. According to an embodiment of the present invention, when a user acquires a qualification by taking a MOOC course, the qualification information is managed, and the grades obtained by multiple users are percentageized and compared to visualize the individual capabilities each user possesses. can objectively judge one's work capabilities, and companies can easily review and select job seekers with the required capabilities."
KR-102529627-B1,Coding methods and coding educational system,2022,2023-05-08,KR,Active,(주)에이아이웍스,(주)에이아이웍스,YOON JAE KWANG,1,1,Computational Thinking,patent,"The present invention provides (a) providing each code that initiates a command and a library function provided by a coding language in a visually distinguishable block form; (b) menuizing the various types of blocks; and (c) displaying, in the form of a pop-up or overlay, a screen explaining how to use the block when a specific block is used and selected from among the menuized blocks on the interface screen for coding; and (d) when the user selects a library function on the displayed screen, generating a block and text code of the corresponding function and displaying them on the screen; (e) It provides a coding method and a coding education method including the step of displaying the execution result on the screen by executing the generated block and text code at a time desired by the user. In addition, a block providing unit providing each code that initiates a function or data set in a visually distinguishable block form, menuizing several types of blocks and grouping them into similar types and providing them as a tree structured menu; and a description providing unit displaying a screen explaining how to use the corresponding block on the interface screen where coding is performed in the form of a pop-up or overlay when a specific block among the menuized blocks is selected for use by a user. and a code generating unit generating block and text codes when a specific function is selected from the description providing unit. and a code execution unit capable of executing the code generated by the code generation unit."
KR-102499206-B1,DEVICE AND METHOD FOR SOFTWARE CODING TRAINING,2019,2023-02-13,KR,Active,주식회사 메이커스테크놀로지,주식회사 메이커스테크놀로지,조태연,1,1,Computational Thinking,patent,"The present invention relates to a coding education apparatus and coding education method. A coding education method according to the present invention includes the steps of selecting a problem to be presented to a user from among a plurality of problems; presenting a selected problem to the user; receiving coding data from the user by providing a coding interface; transmitting the coding data input by the user to a controller through the coding interface; and receiving execution result data of the coding data from the controller, and verifying whether or not the problem presented to the user is solved based on the execution result data."
KR-102491390-B1,RECOGNIZING CODING EDUCATION BLOCK SYSTEM,2020,2023-01-20,KR,Active,홍익대학교세종캠퍼스산학협력단,홍익대학교세종캠퍼스산학협력단,서범주; 김나영,1,2,Computational Thinking,patent,"The present invention relates to a coding block recognition system, and more particularly, to stably reliably converts the arrangement of instructions for inputting a coding puzzle produced in the form of a tangible block that learners can directly manipulate by hand within a limited time in an augmented reality environment. It relates to a coding block recognition system capable of recognizing blocks."
KR-102491389-B1,ROBOT CONTROL SYSTEM FOR CODING EDUCATION,2020,2023-01-20,KR,Active,홍익대학교세종캠퍼스산학협력단,홍익대학교세종캠퍼스산학협력단,김나영; 서범주,1,2,Computational Thinking,patent,"The present invention relates to a robot control system for learning coding, and more particularly, to a robot control system capable of enhancing the utilization of robots in the coding teaching aid market by accurately controlling a robot for learning coding through a line detection unit capable of detecting a line. it's about A robot control system for coding learning according to the present invention moves according to a tangible block containing commands, a robot including a plurality of motors therein, a control unit for independently controlling each of the plurality of motors, and the above A tile board corresponding to a space in which the robot moves, wherein the control unit includes a line detection unit for detecting a line of the tile board to check whether the robot moves according to the tangible block, The branch includes line information configured differently depending on whether the line exists within the detection radius of the line detection unit, and the order information of the tangible block is read by a block recognition algorithm, which is 3-dimensional It is configured to map the tangible blocks arranged in space into a two-dimensional space."
KR-102474960-B1,APPARATUS FOR CODING EDUCATION,2021,2022-12-05,KR,Active,김도원,김도원,김도원,1,1,Computational Thinking,patent,"The present invention relates to a coding education device. According to one embodiment of the present invention, the light source emitted from the light source module is controlled through a coded program, and the light emitted through the light source is dispersed through the block portion so that the user can visually see it, so that the user can intuitively code It has the effect of improving the user's interest in coding education by enabling the user to understand the algorithm and intuitively acquiring the procedure-oriented computer language."
KR-102450527-B1,An educational tool that trains coding algorithms based on smart blocks,2020,2022-10-05,KR,Active,주식회사크리모,주식회사크리모,이석; 조강현; 임강수; 함보라; 이경수,1,5,Computational Thinking,patent,Coding algorithm training aids are provided. The coding algorithm training toolbox is an assembly module formed according to the specifications of the block so that the coding algorithm training toolbox of the present invention is detachable to the play block; It may include; a control module for controlling the assembly module.
KR-102424425-B1,EDUCATION SYSTEM FOR CODING,2019,2022-07-25,KR,Active,주식회사 교원,주식회사 교원,윤미영; 문지홍; 오현덕,1,3,Computational Thinking,patent,"The present invention provides a coding education system capable of interesting and effective coding learning by smartly linking reading activity, teaching activity, and learning through an application, to an education unit that recognizes a marker and outputs information about the marker and a user. and a puzzle assembly that is combined to correspond to the marker by means of a camera module, wherein the education unit captures the puzzle assembly through a camera module and determines whether the marker matches the puzzle assembly. to be manipulated. Therefore, it is effective in educational development according to the use of various textbooks, so that creativity and logical thinking ability are improved through reading activities, teaching aid activities, and linked learning through applications."
KR-102410923-B1,"METHOD, APPARATUS, COMPUTER-READABLE STORAGE MEDIUM AND COMPUTER PROGRAM FOR PROVIDING AUGMENTED REALITY CONTENT FOR CODING EDUCATION APPLYING AR TECHNOLOGY TO BOOK",2021,2022-06-22,KR,Active,주식회사 라이징크래프트,주식회사 라이징크래프트,LEE JUN SEO,1,1,Computational Thinking,patent,A content providing method performed by a content providing apparatus according to an embodiment of the present invention includes: storing AR content composed of a plurality of fields through which a character passes from a starting point to a destination; outputting an image of a page of a book and outputting an AR content corresponding to the page together with the image in a region of the image; arranging a coding block for causing a character to take a predetermined action based on a user's input in a first field among a plurality of fields included in the AR content; and controlling the AR content so that the character performs an operation according to the information and order of the coding block arranged in the field.
KR-102384201-B1,Expansion board for coding education,2021,2022-05-09,KR,Active,(주)하이브리드에듀,(주)하이브리드에듀,KIM EUN YOUNG,1,1,Computational Thinking,patent,"Disclosed is an expansion board for coding education which comprises: a first board connection part physically and electrically connected to a micro bit, which is a board for coding education; a plurality of motor connection parts for physical connection with a motor; a plurality of external expansion connection parts connected to an external device to supply power to the external device and communicate data with the external device; a USB (Universal Serial Bus) C-type external power part receiving external power of 5 V to 16 V and converting the power to 3.3 V to supply operating power of the expansion board and operating power of the micro bit connected through the first board connection part; and a control part that controls the overall expansion board."
KR-102383898-B1,TRAINING MODULE FOR EDUCATION,2020,2022-04-06,KR,Active,김건욱,김건욱,KIM GEON UK,1,1,Computational Thinking,patent,"The present invention relates to a training module for education, and more specifically, various structures (traffic lights, bill lights, electric signs, apartments) coupled to blocks using a microcontroller connected to a control board (eg, Arduino board) through programming. It relates to an educational practice module that can be used for coding practice education by educating them to control the model object."
KR-102382653-B1,Card game kit and game method for coding education,2020,2022-04-11,KR,Active,주식회사 사이언스존,주식회사 사이언스존,성창현,1,1,Computational Thinking,patent,"It relates to a card game kit for coding education in which two players can learn coding education while playing a card battle according to a predetermined rule. The card game kit for coding education includes a map including a horseboard formed in the center in a longitudinal direction, and a plurality of lanes each with card seating portions formed on both sides of the horseboard; a horse selected by the player and seated on the board; and a plurality of cards each having a unique number and a number indicating attack power, and capable of being seated in the card receiving unit depending on whether the player selects the card, wherein the card is selected in a predetermined number to constitute a deck, , when at least one of the cards included in the deck is located in the card receiving part, the battle can be conducted by comparing the attack power of the opponent's card, and the player's horse defeated in the battle moves on the board by the difference in the attack power characterized in that"
KR-102381690-B1,Software training box kit with project-based learning,2020,2022-04-01,KR,Active,재단법인 스마일게이트희망스튜디오,재단법인 스마일게이트희망스튜디오,오숙현; 윤성주; 소재환,1,3,Computational Thinking,patent,"A software education box kit to which project-based learning is applied so that the materials constituting the kit can be assembled and played according to the present invention, a storage case 10 having an openable and openable structure to store the teaching aids therein; and a map case 100 detachably coupled to the inner surface of the storage case 10, wherein the storage case 10 includes the case body 11 and the case body with one side open. and a cover part 15 that selectively enables the inside of the case body 11 to be opened if necessary in a state coupled to the open area of 11, and the case body 11 is vertically disposed In one state, the map case 100 is placed on the inner surface of the case body 11 in a state in which the cover part 15 is rotated around the lower end of the case body 11 in an open state. A MAP (MAKE AND PLAY)-based play activity of downloading, creating, and playing a project programmed through an embedded device constituting the map case 100 with a mounted structure is performed."
KR-102358179-B1,"PROVIDING METHOD, APPARATUS AND COMPUTER-READABLE MEDIUM OF PROVIDING GAME CONTENTS FOR LEARGING ARTIFICIAL INTELLIGENCE PRINCIPLE",2020,2022-02-07,KR,Active,김희영,김희영,KIM HEE YOUNG,1,1,Computational Thinking,patent,"It is not a difficult learning about artificial intelligence, but it provides a technology that can naturally and easily understand the principles of artificial intelligence through character training, and increase the interest in learning through game play. The game content providing method for learning the artificial intelligence principle according to an embodiment of the present invention is an artificial intelligence principle implemented in a user terminal including one or more processors and a computing device including one or more memories for storing instructions executable by the processor It relates to a method of providing game content for learning, wherein a character playing a game through an artificial intelligence algorithm automatically plays a game played according to a preset rule through an artificial intelligence algorithm of the character, and outputs the result through an output means stage of playing the game; an evaluation receiving step of receiving evaluation information from a user account through an input means for a result output by the game performance step; Character learning step of updating the AI algorithm of the character according to the evaluation information received by the evaluation receiving step; and a learning value output step of outputting the changed value of the artificial intelligence algorithm updated by the character learning step through an output means."
KR-102351298-B1,SYSTEM FOR PROVIDING ONTACT-OMNIBUS TYPE LEARNING PLATFORM SERVICE USING GAMIFICATION,2021,2022-01-17,KR,Active,주식회사 헤이아이엠,주식회사 헤이아이엠,HWANG HYERIN,1,1,Computational Thinking,patent,"An on-contact omnibus-type learning platform service providing system using gamification is provided, and after moving to at least one learning space where characters are set and at least one subject-specific concept is learned through the plaza, the starting space in the game space, , a user terminal for learning at least one subject through a game in at least one learning space and at least one learning space to learn at least one subject-specific concept in the game space, and at least one learning space in the at least one learning space A database forming unit constituting a game of provides a learning platform service providing server including a report unit that records as a history log and provides a report on the achievement of each concept for each subject subject."
KR-102298000-B1,DEBUGGING METHOD BASED ON A MODEL AND DEBUG EDUCATION SYSTEM WHERE THE METHOD IS APPLIED,2019,2021-09-02,KR,Active,서울시립대학교 산학협력단,서울시립대학교 산학협력단,이재호; 최병기; 이종욱,1,3,Computational Thinking,patent,"The model-based debug method of the present disclosure includes the steps of understanding a user utterance using a basic model, generating a coding education robot state utterance using the basic model, and verifying a debugging command using the basic model and generating additional utterances for understanding, wherein the basic model includes an instruction template, an utterance template, and a code model, wherein the code model is an actual to be executed corresponding to an instruction according to the user utterance; It is a function model."
KR-102286441-B1,IoT based coding education device and IoT based coding education method using the same,2020,2021-08-05,KR,Active,임현빈; 최준혁; 이상욱,임현빈; 최준혁; 이상욱,LIM HYUN BIN; CHOI JUN HYEOK; LEE SANG UK,3,3,Computational Thinking,patent,Disclosed is an IoT-based coding education device which enables implementation of coding for controlling an IoT device through an IoT kit so as to increase the coding education effect through coding closed to the real life. The IoT-based coding education device according to an embodiment of the present invention comprises: an IoT kit configured to generate a code for controlling one or more IoT devices and transmit the code to the IoT device; and an IoT device control unit configured to control the one or more IoT devices according to the code transmitted from the IoT kit. The IoT kit comprises: an input unit configured to provide an input interface for a user to input at least one of a code block and a code variable related to a code for controlling the IoT device; a code generation unit configured to generate a code for controlling the IoT device according to the user's input to the input interface; and a code transmission unit configured to transmit the IoT device to the IoT device control unit.
KR-102278291-B1,System and method for providing coding training using peer terminals connected to the cloud platform,2019,2021-07-19,KR,Active,주식회사 지니로봇,주식회사 지니로봇,이은승; 김현수,1,2,Computational Thinking,patent,"The present invention generates coding data by collecting commands from peer terminals connected to a cloud platform as well as peer terminals connected to a coding robot in a short-range wireless communication method, and uses them to control the coding robot, thereby providing highly effective coding education. can provide"
KR-102262849-B1,CODING EDUCATION METHOD AND ROBOT,2019,2021-06-08,KR,Active,서울시립대학교 산학협력단,서울시립대학교 산학협력단,이재호; 최병기; 이종욱,1,3,Computational Thinking,patent,"The coding education method of the present disclosure includes converting a program code written by a coding education target into a code model through code modeling, and extracting at least one of a code execution unit, procedure, and condition of the code model as a debug target. generating a debug model by combining a basic model defining a debug rule and the extracted debug object, the debug model is inserted into the program code with reference to the code model, and by a coding education robot, and at least expressing information through speech to the coding education target according to the interactive method inserted into the debug model."
