ct_layer,doi,title,year,journal,document_type,openalex_is_oa,openalex_oa_status,dimensions_times_cited,openalex_cited_by_count,scopus_citations,wos_citations_core,altmetric_score,altmetric_posts_count,altmetric_accounts_count,altmetric_tweeters_count,altmetric_bluesky_count,mendeley_reader_count,mendeley_group_count,openalex_top_concepts,citations_academic,altmetric_score_filled,mendeley_readers_filled,is_oa,ct_signal
broad,10.1145/1822090.1822154,Using Scalable Game Design to teach computer science from middle school to graduate school,2010,,Conference paper,False,closed,68.0,113.0,69.0,,3.0,1.0,1.0,,,140.0,23.0,Computer science; Scalability; Mathematics education; Multimedia; Psychology,68.0,3.0,140.0,False,exact|context|concepts
broad,10.1145/1822090.1822187,Linking different programming paradigms - Thoughts about instructional design,2010,,Conference paper,False,closed,1.0,1.0,0.0,,,,,,,19.0,1.0,Computer science; Inductive programming; Context (archaeology); Logic programming; Programming paradigm,1.0,0.0,19.0,False,exact|context
broad,10.1145/1867651.1867689,Developing a community definition and teaching modules for computational thinking: Accomplishments and challenges,2010,,Conference paper,False,closed,33.0,38.0,26.0,,,,,,,96.0,7.0,Computational thinking; Computer science; Mathematics education; Programming language; Management science,33.0,0.0,96.0,False,exact||concepts
broad,10.1145/1878335.1878347,What is cyberinfrastructure?,2010,Proceedings ACM SIGUCCS User Services Conference,Conference paper,False,closed,63.0,76.0,53.0,,,,,,,89.0,7.0,Cyberinfrastructure; Computer science; Analogy; Data science; Epistemology,63.0,0.0,89.0,False,context
broad,10.1145/1924421.1924448,Reaching future computer scientists,2011,Communications of the ACM,Article,False,closed,5.0,7.0,6.0,,,,,,,46.0,7.0,Computer science; Mathematics education; Engineering ethics; Psychology; Engineering,5.0,0.0,46.0,False,exact||concepts
broad,10.1145/1929887.1929902,Computational thinking for youth in practice,2011,ACM Inroads,Article,False,closed,601.0,757.0,605.0,,6.0,4.0,2.0,,,877.0,87.0,Computational thinking; Abstraction; Computer science; Set (abstract data type); Mathematics education,601.0,6.0,877.0,False,exact|context|concepts
broad,10.1145/1929887.1929905,Bringing computational thinking to K-12: What is involved and what is the role of the computer science education community?,2011,ACM Inroads,Article,False,closed,1387.0,1586.0,1306.0,,15.5,12.0,9.0,4.0,,1349.0,113.0,Computational thinking; Computer science; Process (computing); Mathematics education; Knowledge management,1387.0,15.5,1349.0,False,exact|context|concepts
broad,10.1145/1930464.1930474,Introduction to Business Informatics with Greenfoot using the example of airport baggage handling,2010,,Conference paper,False,closed,3.0,3.0,2.0,,,,,,,10.0,0.0,Informatics; Order (exchange); Computer science; Everyday life; Business informatics,3.0,0.0,10.0,False,context
broad,10.1145/1953163.1953167,Starting a computational science program,2011,,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,33.0,4.0,Computer science,1.0,0.0,33.0,False,exact|context
broad,10.1145/1953163.1953193,The CS10K project: Mobilizing the community to transform high school computing,2011,,Conference paper,False,closed,50.0,57.0,49.0,,163.0,21.0,21.0,,,47.0,5.0,Curriculum; Computer science; Scale (ratio); Mathematics education; Pedagogy,50.0,163.0,47.0,False,exact|context|concepts
broad,10.1145/1953163.1953241,Recognizing computational thinking patterns,2011,,Conference paper,False,closed,101.0,156.0,108.0,,6.0,2.0,2.0,,,295.0,31.0,Computational thinking; Computer science; Context (archaeology); Variety (cybernetics); Game design,101.0,6.0,295.0,False,exact|context|concepts
broad,10.1145/1953163.1953242,Initial experience with a computational thinking course for computer science students,2011,,Conference paper,False,closed,22.0,35.0,21.0,,,,,,,82.0,15.0,Course (navigation); Computational thinking; Computer science; Mathematics education; Human–computer interaction,22.0,0.0,82.0,False,exact|context|concepts
broad,10.1145/1953163.1953243,A model for piloting pathways for computational thinking in a general education curriculum,2011,,Conference paper,False,closed,35.0,41.0,34.0,,,,,,,110.0,15.0,Computational thinking; Curriculum; Mathematics education; Computer science; Computational model,35.0,0.0,110.0,False,exact||concepts
broad,10.1145/1953163.1953281,CS principles: Piloting a new course at national scale,2011,,Conference paper,False,closed,32.0,36.0,34.0,,,,,,,46.0,11.0,Curriculum; Computational thinking; Mathematics education; Computer science; Engineering ethics,32.0,0.0,46.0,False,exact|context|concepts
broad,10.1145/1953163.1953297,Introducing computational thinking in education courses,2011,,Conference paper,False,closed,193.0,234.0,188.0,,1.35,2.0,2.0,2.0,,541.0,42.0,Computational thinking; Mathematics education; Computer science; Psychology,193.0,1.35,541.0,False,exact||concepts
broad,10.1145/1953163.1953303,Scratching the subject surface: Infusing computing into K-12 curriculum,2011,,Conference paper,True,gold,5.0,8.0,3.0,,,,,,,51.0,10.0,Scratch; Creativity; Curriculum; Computer science; Storytelling,5.0,0.0,51.0,True,exact|context
broad,10.1145/1953163.1953314,Gumshoe: A model for undergraduate computational journalism education,2011,,Conference paper,False,closed,9.0,8.0,9.0,,0.85,1.0,1.0,1.0,,32.0,3.0,Journalism; Newspaper; Institution; Discipline; Computational thinking,9.0,0.85,32.0,False,exact|context|concepts
broad,10.1145/1965724.1965742,Algorithmic composition: Computational thinking in music,2011,Communications of the ACM,Article,False,closed,65.0,74.0,76.0,56.0,3.0,3.0,3.0,,,160.0,13.0,Computer science; Composition (language); Programming language; Musical composition; Musical,65.0,3.0,160.0,False,exact
broad,10.1145/1985793.1986049,Collaborative teaching of globally distributed software development: Community building workshop (CTGDSD 2011),2011,Proceedings - International Conference on Software Engineering,Conference paper,False,closed,1.0,0.0,1.0,,,,,,,46.0,3.0,Computer science; Distributed development; Software engineering; Software development; Software,1.0,0.0,46.0,False,exact
broad,10.1145/1993069.1993073,Computational thinking and expository writing in the middle school,2011,ACM Transactions on Computing Education,Article,False,closed,80.0,124.0,75.0,,0.5,1.0,1.0,1.0,,217.0,21.0,Computational thinking; Mathematics education; Curriculum; Computer science; Population,80.0,0.5,217.0,False,exact|context|concepts
broad,10.1145/1998384.1998392,My Science Tutor: A conversational multimedia virtual tutor for elementary school science,2011,ACM Transactions on Speech and Language Processing,Article,False,closed,51.0,60.0,65.0,,,,,,,77.0,17.0,TUTOR; Computer science; Construct (python library); Jigsaw; Mathematics education,51.0,0.0,77.0,False,context|concepts
broad,10.1145/1999747.1999769,"Kinesthetic learning of computing via ""off-beat"" activities",2011,,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,46.0,9.0,Kinesthetic learning; Personality; Computer science; Personality type; Big Five personality traits,0.0,0.0,46.0,False,exact|context
broad,10.1145/1999747.1999778,Discovering logic through comics,2011,,Conference paper,False,closed,8.0,11.0,11.0,,,,,,,29.0,6.0,Comics; Computer science; Mathematics education; Process (computing); Artificial intelligence,8.0,0.0,29.0,False,exact||concepts
broad,10.1145/1999747.1999811,Computational thinking - What it might mean and what we might do about it,2011,,Conference paper,False,closed,104.0,135.0,105.0,,2.0,6.0,2.0,2.0,,274.0,23.0,Computer science,104.0,2.0,274.0,False,exact
broad,10.1145/1999747.1999815,"""Computer science and nursery rhymes"": A learning path for the middle school",2011,,Conference paper,False,closed,3.0,3.0,3.0,,,,,,,17.0,2.0,Perspective (graphical); Logo (programming language); Set (abstract data type); Computer science; Computational thinking,3.0,0.0,17.0,False,context|concepts
broad,10.1145/1999747.1999816,Experimental evaluation of BeadLoom game: How adding game elements to an educational tool improves motivation and learning,2011,,Conference paper,False,closed,18.0,17.0,16.0,,,,,,,55.0,16.0,Situated; LOOM; Layering; Cartesian coordinate system; Computer science,18.0,0.0,55.0,False,exact
broad,10.1145/1999747.1999891,The beaver contest - Attracting youngsters to study computing,2011,,Conference paper,False,closed,8.0,9.0,12.0,,,,,,,17.0,0.0,CONTEST; Outreach; Computer science; Fluency; Beaver,8.0,0.0,17.0,False,exact|context
broad,10.1145/1999747.1999904,Introducing students to computer science with programmes that don't emphasise programming,2011,,Conference paper,False,closed,9.0,16.0,11.0,,,,,,,39.0,3.0,Computer science; Mathematics education; Mathematics,9.0,0.0,39.0,False,exact|context|concepts
broad,10.1145/2016039.2016057,Engaging non-majors in computer literacy courses,2011,,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,25.0,3.0,Class (philosophy); Feeling; Computer science; Mathematics education; Field (mathematics),0.0,0.0,25.0,False,exact||concepts
broad,10.1145/2016039.2016059,Computational thinking: Modeling applied to the teaching and learning of English,2011,,Conference paper,False,closed,1.0,16.0,2.0,,,,,,,48.0,4.0,Computer science; CLARITY; Computational thinking; Abstraction; Plan (archaeology),1.0,0.0,48.0,False,exact|context|concepts
broad,10.1145/2047594.2047612,Computational thinking in a game design course,2011,,Conference paper,False,closed,13.0,15.0,15.0,,,,,,,75.0,16.0,Computational thinking; Course (navigation); Computer science; Game design; Mathematics education,13.0,0.0,75.0,False,exact||concepts
broad,10.1145/2047594.2047678,The computational thinking across the curriculum workshop,2011,,Conference paper,False,closed,1.0,2.0,2.0,,,,,,,42.0,3.0,Computational thinking; Curriculum; Computer science; Mathematics education; Engineering ethics,1.0,0.0,42.0,False,exact||concepts
broad,10.1145/2048931.2048933,When practice doesn't make perfect: Effects of task goals on learning computing concepts,2011,ACM Transactions on Computing Education,Article,False,closed,6.0,8.0,7.0,,,,,,,49.0,5.0,Computer science; Competence (human resources); Context (archaeology); Cognition; Mathematics education,6.0,0.0,49.0,False,exact|context|concepts
broad,10.1145/2069618.2069694,Computing indicators of creativity,2011,,Conference paper,False,closed,9.0,11.0,11.0,,,,,,,38.0,4.0,Creativity; Computational thinking; Divergence (linguistics); Computer science; Scalability,9.0,0.0,38.0,False,exact||concepts
broad,10.1145/2148131.2148234,Algo.Rhythm: Computational thinking through tangible music device,2012,,Conference paper,False,closed,11.0,13.0,12.0,,,,,,,42.0,6.0,Drum; Rhythm; Computer science; Beat (acoustics); Set (abstract data type),11.0,0.0,42.0,False,exact
broad,10.1145/2157136.2157156,Building upon and enriching grade four mathematics standards with programming curriculum,2012,,Conference paper,False,closed,49.0,67.0,45.0,,,,,,,94.0,15.0,Curriculum; Mathematics education; Scratch; Computer science; Test (biology),49.0,0.0,94.0,False,exact|context|concepts
broad,10.1145/2157136.2157164,Demystifying computing with magic,2012,,Conference paper,False,closed,6.0,9.0,8.0,,,,,,,25.0,3.0,Computer science; MAGIC (telescope); Astronomy; Physics,6.0,0.0,25.0,False,exact|context
broad,10.1145/2157136.2157191,Toward an emergent theory of broadening participation in computer science education,2012,,Conference paper,False,closed,56.0,69.0,57.0,,,,,,,133.0,24.0,Computational thinking; Scaffold; Class (philosophy); Mathematics education; Computer science,56.0,0.0,133.0,False,exact|context|concepts
broad,10.1145/2157136.2157200,The fairy performance assessment: Measuring computational thinking in middle school,2012,,Conference paper,False,closed,257.0,294.0,274.0,,5.0,2.0,1.0,,,404.0,47.0,Context (archaeology); Computational thinking; Computer science; Software engineering; Mathematics education,257.0,5.0,404.0,False,exact|context|concepts
broad,10.1145/2157136.2157242,Educating the educator through computation: What GIS can do for computer science,2012,,Conference paper,False,closed,2.0,3.0,3.0,,,,,,,32.0,4.0,Multidisciplinary approach; Computer science; Discipline; Context (archaeology); Scalability,2.0,0.0,32.0,False,exact|context
broad,10.1145/2157136.2157276,Update on the CS principles project,2012,,Conference paper,False,closed,2.0,3.0,2.0,,,,,,,25.0,4.0,Session (web analytics); Computer science; Curriculum; Foundation (evidence); Engineering ethics,2.0,0.0,25.0,False,exact
broad,10.1145/2159365.2159366,Exploring adolescent's STEM learning through scaffolded game design,2011,,Conference paper,False,closed,8.0,13.0,11.0,,,,,,,148.0,23.0,Disadvantaged; Mathematics education; Game design; Educational game; Computer science,8.0,0.0,148.0,False,exact|context|concepts
broad,10.1145/2160718.2160729,Education: Programming goes back to school,2012,Communications of the ACM,Review,False,closed,26.0,37.0,29.0,,,,,,,75.0,17.0,Computer science; Programming language; Artificial intelligence; Mathematics education; Psychology,26.0,0.0,75.0,False,exact|context|concepts
broad,10.1145/2184512.2184547,"A plan for immediate immersion of computational thinking into the high school math classroom through a partnership with the Alabama math, science, and technology initiative",2012,,Conference paper,False,closed,17.0,27.0,13.0,,,,,,,85.0,9.0,General partnership; Mathematics education; Math education; Computational thinking; Plan (archaeology),17.0,0.0,85.0,False,exact|context|concepts
broad,10.1145/2189835.2189849,The CS principles project: A new introductory computing course for everyone,2012,ACM Inroads,Article,False,closed,79.0,121.0,87.0,,2.0,2.0,2.0,1.0,,15.0,1.0,Citation; Library science; Computer science; Management; Economics,79.0,2.0,15.0,False,exact
broad,10.1145/2212776.2223794,CTArcade: Learning Computational Thinking while Training Virtual Characters Through Game Play,2012,,Conference paper,False,closed,21.0,24.0,17.0,,,,,,,97.0,5.0,Formative assessment; Computer science; Usability; Human–computer interaction; Character (mathematics),21.0,0.0,97.0,False,exact
broad,10.1145/2307096.2307137,Math on a sphere: Using public displays to support children's creativity and computational thinking on 3D surfaces,2012,ACM International Conference Proceeding Series,Conference paper,False,closed,14.0,11.0,12.0,,,,,,,63.0,8.0,Planetarium; Logo (programming language); Software; Public sphere; Mathematics education,14.0,0.0,63.0,False,exact
broad,10.1145/2325296.2325306,Infusing computational thinking into the middle- and high-school curriculum,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,130.0,77.0,,3.0,2.0,1.0,,,167.0,18.0,Computational thinking; Curriculum; Mathematics education; Computer science; Work (physics),130.0,3.0,167.0,False,exact||concepts
broad,10.1145/2325296.2325308,Teaching graph algorithms to children of all ages,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,95.0,52.0,,1.0,1.0,1.0,1.0,,88.0,12.0,Computer science; Computation; Graph; Range (aeronautics); Theoretical computer science,95.0,1.0,88.0,False,exact|context
broad,10.1145/2325296.2325326,Statistical evidence of the correlation between mental ability to compute and student performance in undergraduate courses,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,8.0,3.0,,,,,,,29.0,3.0,Correlation; Computer science; Statistical analysis; Mathematics education; Psychology,8.0,0.0,29.0,False,exact||concepts
broad,10.1145/2325296.2325347,A new curriculum for junior-high in computer science,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,34.0,28.0,,5.0,2.0,1.0,,,50.0,5.0,Curriculum; Christian ministry; Computational thinking; Computer science; Mathematics education,34.0,5.0,50.0,False,exact|context|concepts
broad,10.1145/2325296.2325377,Engaging computer science in traditional education: The ECSITE project,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,17.0,19.0,,,,,,,62.0,11.0,Computational thinking; Mirroring; Computer science; Curriculum; Science education,17.0,0.0,62.0,False,exact|context|concepts
broad,10.1145/2325296.2325385,Sample courseware for introductory OO programming,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,0.0,0.0,,,,,,,12.0,0.0,Computer science; Sample (material); Programming language; Object-oriented programming; Work (physics),0.0,0.0,12.0,False,exact|context
broad,10.1145/2325296.2325387,Techniques at the intersection of computing and music,2012,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,,6.0,6.0,,,,,,,15.0,1.0,Intersection (aeronautics); Computer science; Computational thinking; Context (archaeology); Sound (geography),6.0,0.0,15.0,False,exact|context|concepts
broad,10.1145/2335755.2335854,Computing MATTERS: Building pathways to cyberinfrastructure,2012,ACM International Conference Proceeding Series,Conference paper,False,closed,,0.0,1.0,,,,,,,42.0,6.0,Cyberinfrastructure; Computational thinking; Computer science; Resource (disambiguation); Internship,0.0,0.0,42.0,False,exact|context|concepts
broad,10.1145/2339055.2339057,Parallel computing: Thoughts following a four-year tour of academic outreach,2012,ACM Inroads,Article,False,closed,,1.0,1.0,,,,,,,20.0,2.0,Citation; Corporation; Computer science; Outreach; World Wide Web,1.0,0.0,20.0,False,exact
broad,10.1145/2347736.2347748,Viewpoint: Computing as if infrastructure mattered,2012,Communications of the ACM,Review,False,closed,,8.0,7.0,,,,,,,38.0,5.0,Realm; Computer science; Critical infrastructure; Data science; Computer security,8.0,0.0,38.0,False,exact
broad,10.1145/2380552.2380606,IT problem solving: An implementation of computational thinking in information technology,2012,,Conference paper,False,closed,23.0,26.0,21.0,,,,,,,78.0,8.0,Computer science; Computational thinking; General partnership; Set (abstract data type); Information technology,23.0,0.0,78.0,False,exact|context|concepts
broad,10.1145/2380552.2380623,CS/IT outreach from a canadian perspective,2012,,Conference paper,False,closed,0.0,0.0,0.0,,,,,,,31.0,6.0,Outreach; Computer science; Curriculum; Perspective (graphical); Computer Science and Engineering,0.0,0.0,31.0,False,exact|context
broad,10.1145/2384592.2384613,Realising software development as a lived experience,2012,,Conference paper,False,closed,0.0,2.0,0.0,,,,,,,25.0,6.0,Software development; Perspective (graphical); Computer science; Empiricism; Software,0.0,0.0,25.0,False,exact
broad,10.1145/2445196.2445226,Application of the cognitive apprenticeship framework to a middle school robotics camp,2013,,Conference paper,False,closed,,37.0,33.0,,,,,,,75.0,8.0,Cognitive apprenticeship; Robotics; Apprenticeship; Coaching; Artificial intelligence,37.0,0.0,75.0,False,exact|context
broad,10.1145/2445196.2445227,Using scaffolded examples to teach computational thinking concepts,2013,,Conference paper,False,closed,,37.0,24.0,,,,,,,101.0,16.0,Computational thinking; Computer science; Set (abstract data type); Abstraction; Outreach,37.0,0.0,101.0,False,exact|context|concepts
broad,10.1145/2445196.2445262,"Demystifying computing with magic, continued",2013,,Conference paper,True,gold,,6.0,5.0,,,,,,,26.0,5.0,Computer science; MAGIC (telescope); Astronomy; Physics,6.0,0.0,26.0,True,exact|context
broad,10.1145/2445196.2445374,"Accelerating k-12 computational thinking using scaffolding, staging, and abstraction",2013,,Conference paper,True,gold,,56.0,46.0,,,,,,,162.0,18.0,Computational thinking; Computer science; Abstraction; Curriculum; Simple (philosophy),56.0,0.0,162.0,True,exact|context|concepts
broad,10.1145/2445196.2445384,Addressing 21st century skills by embedding computer science in K-12 classes,2013,,Conference paper,True,gold,,6.0,5.0,,,,,,,58.0,7.0,Mathematics education; Embedding; Computer science; 21st century skills; Psychology,6.0,0.0,58.0,True,exact|context|concepts
broad,10.1145/2445196.2445404,Using a discourse-intensive pedagogy and android's app inventor for introducing computational concepts to middle school students,2013,,Conference paper,False,closed,,58.0,48.0,,1.0,2.0,2.0,2.0,,102.0,18.0,Computational thinking; Curriculum; Computer science; Android (operating system); Mathematics education,58.0,1.0,102.0,False,exact|context|concepts
broad,10.1145/2462476.2462479,A nationwide exam as a tool for improving a new curriculum,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,44.0,47.0,45.0,,5.0,2.0,1.0,,,75.0,11.0,Christian ministry; Curriculum; Computational thinking; Test (biology); Medical education,44.0,5.0,75.0,False,exact|context|concepts
broad,10.1145/2462476.2462510,Transforming computer science in schools,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,0.0,0.0,0.0,,,,,,,14.0,2.0,Computer science; Mathematics education; Psychology,0.0,0.0,14.0,False,exact||concepts
broad,10.1145/2462476.2462511,Beyond computer science: Computational thinking across disciplines,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,22.0,26.0,24.0,,3.0,2.0,1.0,,,89.0,3.0,Computer science,22.0,3.0,89.0,False,exact
broad,10.1145/2462476.2465574,The royal society of edinburgh/British computer society computer science exemplification project,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,5.0,8.0,7.0,,,,,,,22.0,3.0,Exemplification; Cornerstone; Curriculum; Computational thinking; State (computer science),5.0,0.0,22.0,False,exact|context|concepts
broad,10.1145/2462476.2465614,Students organizing against pollution: Computational thinking across boundaries,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,0.0,0.0,0.0,,,,,,,25.0,6.0,Computer science; Citizen science; Public relations; Humanity; Engineering ethics,0.0,0.0,25.0,False,exact|context
broad,10.1145/2462476.2466518,Computational thinking in educational activities: An evaluation of the educational game Light-Bot,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,120.0,127.0,111.0,,0.25,1.0,1.0,1.0,,148.0,27.0,Computational thinking; Computer science; Focus (optics); Set (abstract data type); Field (mathematics),120.0,0.25,148.0,False,exact|context|concepts
broad,10.1145/2462476.2466519,Making computing interesting to school students: Teachers' perspectives,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,33.0,41.0,44.0,,3.5,3.0,2.0,1.0,,68.0,9.0,Perception; Computer science; Subject (documents); Mathematics education; School teachers,33.0,3.5,68.0,False,exact|context|concepts
broad,10.1145/2462476.2483797,An informatics perspective on computational thinking,2013,"Annual Conference on Innovation and Technology in Computer Science Education, ITiCSE",Conference paper,False,closed,22.0,24.0,19.0,,,,,,,86.0,2.0,Computational thinking; Informatics; Perspective (graphical); Computer science; Set (abstract data type),22.0,0.0,86.0,False,exact||concepts
broad,10.1145/2481449.2481465,Promoting computational thinking with programming,2012,ACM International Conference Proceeding Series,Conference paper,False,closed,3.0,6.0,18.0,,,,,,,42.0,2.0,The Internet; Plan (archaeology); Computer science; Order (exchange); Mathematics education,3.0,0.0,42.0,False,exact|context|concepts
broad,10.1145/2481449.2481483,The mindstorm effect: A gender analysis on the influence of LEGO mindstorms in computer science education,2012,ACM International Conference Proceeding Series,Conference paper,False,closed,8.0,8.0,9.0,,,,,,,34.0,4.0,League; Competition (biology); Context (archaeology); Mathematics education; Computer science,8.0,0.0,34.0,False,exact||concepts
broad,10.1145/2481449.2481487,Abenteuer Informatik - Hands-on exhibits for learning about computational thinking,2012,ACM International Conference Proceeding Series,Conference paper,False,closed,6.0,5.0,1.0,,,,,,,33.0,12.0,Computer science; Adventure; Informatics; Subject (documents); German,6.0,0.0,33.0,False,exact
broad,10.1145/2483852.2483871,Computational epidemiology,2013,Communications of the ACM,Review,False,closed,107.0,114.0,99.0,,1.0,1.0,1.0,1.0,,147.0,13.0,Computer science; Data science,107.0,1.0,147.0,False,exact
broad,10.1145/2485760.2485803,Digital culture creative classrooms (DC3): Teaching 21st century proficiencies in high schools by engaging students in creative digital projects,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,5.0,8.0,7.0,,,,,,,81.0,10.0,Computational thinking; The arts; Curriculum; Mathematics education; Coding (social sciences),5.0,0.0,81.0,False,exact|context|concepts
broad,10.1145/2485760.2485847,On the aesthetics of children's computational modeling for learning science,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,2.0,0.0,,,,,,,19.0,1.0,Computer science; Computational thinking; Context (archaeology); Computational model; Generative grammar,1.0,0.0,19.0,False,exact|context|concepts
broad,10.1145/2485760.2488367,Using demibooks composer to create remedial learning apps for the profoundly deaf,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,1.0,1.0,,,,,,,37.0,6.0,Remedial education; Computer science; Storytelling; Multimedia; Creativity,1.0,0.0,37.0,False,exact||concepts
broad,10.1145/2493394.2493403,Modeling the learning progressions of computational thinking of primary grade students,2013,,Conference paper,False,closed,176.0,212.0,175.0,,2.0,2.0,2.0,2.0,,340.0,41.0,Computational thinking; Computer science; Coding (social sciences); Mathematics education; Computational model,176.0,2.0,340.0,False,exact|context|concepts
broad,10.1145/2493394.2493418,Alternate realities for computational thinking,2013,,Conference paper,False,closed,1.0,2.0,1.0,,,,,,,38.0,7.0,Component (thermodynamics); Computer science; Field (mathematics); Value (mathematics); Computational thinking,1.0,0.0,38.0,False,exact||concepts
broad,10.1145/2505341.2505346,From Sonic Pi to overtone: Creative musical experiences with domain-specific and functional languages,2013,"Proceedings of the ACM SIGPLAN International Conference on Functional Programming, ICFP",Conference paper,False,closed,47.0,82.0,64.0,,3.0,3.0,2.0,,,68.0,13.0,Computer science; Correctness; Overtone; Workflow; Coding (social sciences),47.0,3.0,68.0,False,exact|context
broad,10.1145/2507065.2507070,On signifying the complexity of inter-agent relations in agentsheets games and simulations,2013,,Conference paper,False,closed,2.0,4.0,4.0,,,,,,,23.0,4.0,Semiotics; Documentation; Computer science; Context (archaeology); Process (computing),2.0,0.0,23.0,False,exact
broad,10.1145/2509578.2509591,Conversational programming exploring interactive program analysis,2013,,Conference paper,False,closed,12.0,13.0,9.0,,,,,,,27.0,5.0,Programmer; Computer science; Debugging; Programming language; Conversation,12.0,0.0,27.0,False,exact
broad,10.1145/2513456.2513484,First year student performance in a test for computational thinking,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,39.0,52.0,35.0,,0.25,1.0,1.0,1.0,,129.0,19.0,Computational thinking; Test (biology); Mathematics education; Class (philosophy); Plan (archaeology),39.0,0.25,129.0,False,exact|context|concepts
broad,10.1145/2513456.2513500,Comparative paradigms in the examination of software production,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,1.0,0.0,,,,,,,25.0,4.0,Presentation (obstetrics); Computer science; Software development process; Software development; Dialectic,1.0,0.0,25.0,False,exact
broad,10.1145/2522848.2522849,Interfaces for thinkers: Computer input capabilities that support inferential reasoning,2013,ICMI'13: PROCEEDINGS OF THE 2013 ACM INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION,Conference paper,False,closed,6.0,5.0,7.0,6.0,,,,,,20.0,2.0,Interface (matter); Computer science; Human–computer interaction; Redundancy (engineering); Interface design,6.0,0.0,20.0,False,exact|context
broad,10.1145/2526968.2526995,Computational thinking in CS teaching materials: A pilot study,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,6.0,8.0,4.0,,,,,,,49.0,9.0,Computational thinking; Coding (social sciences); Computer science; Scheme (mathematics); Theoretical computer science,6.0,0.0,49.0,False,exact|context|concepts
broad,10.1145/2532333.2532338,DOROTHY: Integrating graphical programming with robotics to stimulate interest in computing careers,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,2.0,2.0,,,,,,,24.0,4.0,Computer science; Asynchronous communication; Robot; Mobile robot; Alice (programming language),1.0,0.0,24.0,False,exact|context
broad,10.1145/2532748.2532750,Designing productive gradations of tasks in primary programming education,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,25.0,62.0,18.0,,,,,,,53.0,6.0,Notice; Computer science; Informatics; Computational thinking; Subject (documents),25.0,0.0,53.0,False,exact|context|concepts
broad,10.1145/2532748.2532761,Could you help me to change the variables? Comparing instruction to encouragement for teaching programming,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,10.0,9.0,9.0,,,,,,,47.0,9.0,Computer science; Affect (linguistics); Computer programming; Cognitive style; Computer game,10.0,0.0,47.0,False,exact|context
broad,10.1145/2532748.2532763,A media-reduced approach towards informatics at primary level,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,1.0,2.0,0.0,,,,,,,29.0,7.0,Computational thinking; Informatics; Computer science; Primary (astronomy); Moment (physics),1.0,0.0,29.0,False,exact||concepts
broad,10.1145/2532748.2532768,Computational thinking skills in dutch secondary education,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,11.0,12.0,6.0,,3.0,1.0,1.0,,,60.0,11.0,Computational thinking; Computer science; Focus (optics); Mathematics education; Phase (matter),11.0,3.0,60.0,False,exact||concepts
broad,10.1145/2532748.2611263,Cs4fn and computational thinking unplugged,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,30.0,37.0,26.0,,,,,,,89.0,12.0,Computational thinking; Computer science; MAGIC (telescope); Subject (documents); Discipline,30.0,0.0,89.0,False,exact||concepts
broad,10.1145/2535597.2535613,Informal HCI: What may students learn from playability issues during a game design workshop?,2013,ACM International Conference Proceeding Series,Conference paper,False,closed,2.0,2.0,2.0,,,,,,,28.0,8.0,Computer science; Human–computer interaction; Suspect; Field (mathematics); Quality (philosophy),2.0,0.0,28.0,False,exact|context
